"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"End-Blaze Epiphany","R","R","4461","2.64","1988","2.83","174","23.0%","","36","","47","","83","","91","",""
"Enraged Flamecaster","R","C","78779","6.77","9688","9.74","0","0.0%","","0","","0","","0","","0","",""
"Explosive Prodigy","R","U","18035","3.87","5525","4.48","89","6.6%","","18","","29","","47","","42","",""
"Feed the Flames","R","C","63079","4.99","11501","6.59","122","4.7%","","23","","25","","48","","74","",""
"Flame-Chain Mauler","R","C","79502","6.73","11658","9.38","0","0.0%","","0","","0","","0","","0","",""
"Flamebraider","R","U","20511","4.42","5407","5.17","2","0.1%","","0","","0","","0","","2","",""
"Flamekin Gildweaver","R","C","77808","6.43","12178","8.72","0","0.0%","","0","","0","","0","","0","",""
"Giantfall","R","U","23019","4.75","4226","6.19","15","1.5%","","2","","4","","6","","9","",""
"Goatnap","R","U","32750","7.28","3644","10.82","0","0.0%","","0","","0","","0","","0","",""
"Goliath Daydreamer","R","R","4272","2.67","1626","2.79","8","1.5%","","1","","3","","4","","5","",""
"Gristle Glutton","R","C","78906","6.67","12050","9.06","0","0.0%","","0","","0","","0","","0","",""
"Hexing Squelcher","R","R","4798","2.89","1146","3.51","0","","","0","","0","","0","","0","",""
"Impolite Entrance","R","U","32637","6.98","3767","10.24","0","0.0%","","0","","0","","0","","0","",""
"Kindle the Inner Flame","R","U","31208","6.79","3914","9.76","0","0.0%","","0","","0","","0","","0","",""
"Kulrath Zealot","R","C","73809","5.94","12742","7.97","19","0.5%","","2","","3","","5","","14","",""
"Lasting Tarfire","R","U","29540","6.52","3737","9.17","0","0.0%","","0","","0","","0","","0","",""
"Lavaleaper","R","R","9993","5.09","1265","7.64","0","0.0%","","0","","0","","0","","0","",""
"Meek Attack","R","M","6132","5.28","752","8.01","0","0.0%","","0","","0","","0","","0","",""
"Reckless Ransacking","R","C","85104","7.67","9575","11.26","2","0.0%","","0","","1","","1","","1","",""
"Scuzzback Scrounger","R","R","5047","2.93","1521","3.26","8","","","1","","2","","3","","5","",""
"Sear","R","U","13413","2.98","4715","3.42","63","6.8%","","11","","14","","25","","38","",""
"Sizzling Changeling","R","U","21249","4.36","4945","5.34","9","0.9%","","0","","1","","1","","7","",""
"Soul Immolation","R","M","2052","2.35","985","2.49","17","","","3","","2","","5","","12","",""
"Soulbright Seeker","R","U","26667","5.56","4627","7.25","3","0.2%","","0","","3","","3","","0","",""
"Sourbread Auntie","R","U","21429","4.72","4417","5.82","0","0.0%","","0","","0","","0","","0","",""
"Spinerock Tyrant","R","M","1404","1.74","790","1.81","25","","","2","","9","","11","","14","",""
"Squawkroaster","R","U","26211","5.44","4027","7.41","12","0.8%","","2","","3","","5","","7","",""
"Sting-Slinger","R","U","25824","5.47","4089","7.28","0","0.0%","","0","","0","","0","","0","",""
"Tweeze","R","C","57920","4.60","11509","5.96","81","3.2%","","15","","16","","31","","50","",""
"Warren Torchmaster","R","U","27226","5.67","4199","7.66","8","0.5%","","0","","3","","3","","5","",""
"Assert Perfection","G","C","53168","4.13","13934","5.09","15","0.6%","","2","","1","","3","","12","",""
"Aurora Awakener","G","M","1426","1.76","922","1.78","276","50.5%","","39","","77","","116","","161","",""
"Bloom Tender","G","M","1839","2.08","755","2.23","17","","","3","","2","","5","","12","",""
"Blossoming Defense","G","U","23339","4.65","4940","5.96","5","0.5%","","0","","1","","1","","4","",""
"Bristlebane Battler","G","R","2877","1.95","1476","2.06","54","10.6%","","9","","14","","23","","30","",""
"Bristlebane Outrider","G","U","21484","4.47","4547","5.61","26","1.9%","","2","","2","","4","","22","",""
"Celestial Reunion","G","M","3814","3.63","671","4.66","12","","","2","","2","","4","","8","",""
"Champions of the Perfect","G","R","3056","2.07","1445","2.17","16","","","4","","6","","10","","6","",""
"Chomping Changeling","G","U","23355","4.69","3554","6.44","1","0.1%","","0","","0","","0","","1","",""
"Crossroads Watcher","G","C","74766","5.94","11338","8.23","1","0.0%","","0","","1","","1","","0","",""
"Dawn's Light Archer","G","C","77407","6.21","11228","8.76","1","0.0%","","0","","0","","0","","1","",""
"Dundoolin Weaver","G","U","18040","3.70","5072","4.42","30","2.7%","","1","","10","","11","","19","",""
"Formidable Speaker","G","R","3066","2.03","1541","2.15","31","5.3%","","9","","7","","16","","15","",""
"Gilt-Leaf's Embrace","G","C","83021","6.93","10392","10.06","0","0.0%","","0","","0","","0","","0","",""
"Great Forest Druid","G","C","59411","4.73","11115","6.23","14","0.7%","","4","","3","","7","","7","",""
"Luminollusk","G","U","27928","5.54","4192","7.68","26","1.8%","","5","","6","","11","","15","",""
"Lys Alana Dignitary","G","U","20117","4.24","4873","5.10","0","0.0%","","0","","0","","0","","0","",""
"Lys Alana Informant","G","C","66048","5.15","13343","6.74","6","0.3%","","1","","0","","1","","5","",""
"Midnight Tilling","G","C","81370","6.93","13093","9.35","0","0.0%","","0","","0","","0","","0","",""
"Mistmeadow Council","G","C","67999","5.39","12929","7.00","25","0.7%","","4","","6","","10","","16","",""
"Moon-Vigil Adherents","G","U","16038","3.52","4634","3.99","0","0.0%","","0","","0","","0","","0","",""
"Morcant's Eyes","G","U","21031","4.58","5322","5.27","0","0.0%","","0","","0","","0","","0","",""
"Mutable Explorer","G","R","3508","2.32","1455","2.46","19","3.3%","","1","","3","","4","","15","",""
"Pitiless Fists","G","U","18909","3.89","5171","4.62","22","2.3%","","6","","6","","12","","10","",""
"Prismabasher","G","U","20003","4.12","4929","4.99","19","2.0%","","1","","5","","6","","12","",""
"Prismatic Undercurrents","G","U","29326","6.13","3826","8.80","15","0.9%","","4","","5","","9","","6","",""
"Pummeler for Hire","G","U","19731","4.15","4843","5.02","68","5.1%","","11","","15","","26","","42","",""
"Safewright Cavalry","G","C","70648","5.66","12447","7.59","7","0.3%","","2","","3","","5","","3","",""
"Sapling Nursery","G","R","4348","2.75","1449","2.95","0","","","0","","0","","0","","0","",""
"Selfless Safewright","G","R","3568","2.27","1598","2.45","0","","","0","","0","","0","","0","",""
"Shimmerwilds Growth","G","U","24245","4.99","4204","6.50","3","0.3%","","0","","2","","2","","1","",""
"Spry and Mighty","G","R","5066","2.90","1828","3.19","66","11.5%","","12","","10","","22","","44","",""
"Surly Farrier","G","C","76361","6.18","11096","8.59","0","0.0%","","0","","0","","0","","0","",""
"Tend the Sprigs","G","C","79319","6.63","9297","9.78","0","0.0%","","0","","0","","0","","0","",""
"Thoughtweft Charge","G","U","25713","5.07","4272","6.82","0","0.0%","","0","","0","","0","","0","",""
"Trystan, Callous Cultivator","G","R","4079","2.51","1608","2.77","1","","","0","","0","","0","","1","",""
"Unforgiving Aim","G","C","82212","6.93","9392","10.33","0","0.0%","","0","","0","","0","","0","",""
"Vinebred Brawler","G","U","23311","4.81","4467","6.20","0","0.0%","","0","","0","","0","","0","",""
"Virulent Emissary","G","U","16286","3.47","4691","4.10","0","0.0%","","0","","0","","0","","0","",""
"Wildvine Pummeler","G","C","75137","5.88","10545","8.42","89","3.1%","","12","","24","","36","","54","",""
"Abigale, Eloquent First-Year","WB","R","2480","1.67","1562","1.73","2355","94.6%","54.6%","410","","568","57.4%","978","55.0%","1377","54.4%","0.6pp"
"Ashling's Command","UR","R","4173","2.61","1825","2.77","857","58.1%","56.2%","157","","206","","363","","488","",""
"Boggart Cursecrafter","BR","U","19535","4.38","4237","5.23","0","0.0%","","0","","0","","0","","0","",""
"Bre of Clan Stoutarm","WR","R","4088","2.69","1506","2.93","704","48.9%","52.3%","110","","175","","285","","422","",""
"Brigid's Command","WG","R","4693","2.84","1574","3.22","102","10.9%","","18","","25","","43","","59","",""
"Catharsis","WR","M","1602","1.95","702","2.02","432","58.4%","","77","","114","","191","","240","",""
"Chaos Spewer","BR","C","76360","6.30","9434","9.10","0","0.0%","","0","","0","","0","","0","",""
"Chitinous Graspling","UG","C","77521","5.89","10858","8.67","4263","35.6%","51.5%","712","48.9%","1058","52.6%","1770","51.1%","2438","51.2%","-0.1pp"
"Deceit","UB","M","1441","1.67","887","1.68","1050","86.5%","55.1%","186","","261","","447","","605","53.4%",""
"Deepchannel Duelist","WU","U","16851","3.91","4975","4.40","27169","99.6%","59.6%","4875","64.7%","6804","63.7%","11679","64.1%","14760","55.4%","8.7pp"
"Deepway Navigator","WU","R","5628","3.36","1677","3.81","8848","99.1%","56.6%","1571","56.5%","2132","58.1%","3703","57.4%","4945","55.5%","1.9pp"
"Doran, Besieged by Time","WBG","R","5836","3.38","1454","3.81","0","0.0%","","0","","0","","0","","0","",""
"Dream Harvest","UB","R","7968","3.83","1575","4.87","893","55.6%","53.8%","137","","239","","376","","518","54.8%",""
"Eclipsed Boggart","BR","U","21802","4.64","4526","5.71","0","0.0%","","0","","0","","0","","0","",""
"Eclipsed Elf","BG","U","16554","3.63","5167","4.12","0","0.0%","","0","","0","","0","","0","",""
