"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Changeling Wayfinder","","C","201076","4.59","39865","6.30","38688","71.9%","55.4%","7188","52.5%","8581","56.5%","15769","54.7%","22316","55.6%","-0.8pp"
"Rooftop Percher","","C","258913","6.34","40615","8.92","40040","59.4%","56.5%","6708","53.8%","9564","58.5%","16272","56.6%","22886","55.9%","0.7pp"
"Adept Watershaper","W","R","10148","2.13","4539","2.30","291","17.0%","","57","","71","","128","","163","",""
"Ajani, Outland Chaperone","W","M","3735","1.49","2345","1.53","236","18.7%","","37","","71","","108","","131","",""
"Appeal to Eirdu","W","C","277356","7.73","31485","11.25","7","0.0%","","0","","3","","3","","4","",""
"Bark of Doran","W","U","104865","7.19","12752","10.48","92","0.8%","","14","","20","","34","","58","",""
"Brigid, Clachan's Heart","W","R","10191","2.20","4537","2.34","868","31.3%","53.9%","133","","222","","355","","506","50.2%",""
"Burdened Stoneback","W","U","68653","4.51","11569","5.89","37","0.9%","","10","","12","","22","","15","",""
"Champion of the Clachan","W","R","14647","2.83","4331","3.24","50","2.4%","","10","","14","","24","","26","",""
"Clachan Festival","W","U","55457","3.83","13507","4.63","116","2.9%","","21","","31","","52","","64","",""
"Crib Swap","W","U","80592","5.42","8146","8.37","124","2.5%","","27","","41","","68","","53","",""
"Curious Colossus","W","M","4646","1.79","2653","1.82","445","29.0%","","82","","110","","192","","249","",""
"Eirdu, Carrier of Dawn","W","M","3744","1.48","2429","1.49","684","40.6%","49.7%","82","","172","","254","","432","",""
"Encumbered Reejerey","W","U","52588","3.58","14552","4.21","19","0.7%","","4","","4","","8","","11","",""
"Evershrike's Gift","W","U","88412","5.77","11959","8.18","64","1.0%","","9","","11","","20","","44","",""
"Flock Impostor","W","U","59426","3.87","13458","4.84","218","6.9%","","38","","45","","83","","129","",""
"Gallant Fowlknight","W","C","244293","6.46","32536","9.18","35","0.2%","","5","","8","","13","","22","",""
"Goldmeadow Nomad","W","C","250905","6.61","31193","9.51","15","0.1%","","3","","2","","5","","10","",""
"Keep Out","W","C","214784","5.29","28319","7.70","304","3.6%","","52","","73","","125","","179","",""
"Kinbinding","W","R","8165","1.81","5141","1.84","865","33.2%","49.1%","126","","243","","369","","499","",""
"Kinsbaile Aspirant","W","U","64941","4.40","14182","5.26","8","0.1%","","2","","2","","4","","4","",""
"Kinscaer Sentry","W","R","11101","2.22","4567","2.39","151","8.2%","","22","","34","","56","","95","",""
"Kithkeeper","W","U","81943","5.27","14622","7.05","1057","13.0%","51.2%","172","","252","","424","","634","52.1%",""
"Liminal Hold","W","C","149736","3.75","37705","4.69","2173","20.1%","52.8%","347","","560","54.5%","907","53.8%","1273","52.2%","1.6pp"
