"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Changeling Wayfinder","","C","232675","4.59","45959","6.32","6105","80.9%","50.3%","1178","48.6%","1482","48.8%","2660","48.7%","3379","51.4%","-2.7pp"
"Rooftop Percher","","C","295914","6.23","47881","8.71","2752","49.0%","49.8%","474","","738","50.5%","1212","47.9%","1502","51.2%","-3.3pp"
"Adept Watershaper","W","R","11807","2.14","5257","2.31","132","","","25","","34","","59","","73","",""
"Ajani, Outland Chaperone","W","M","4327","1.49","2693","1.54","77","","","8","","15","","23","","55","",""
"Appeal to Eirdu","W","C","320101","7.75","36149","11.28","2","0.1%","","1","","0","","1","","1","",""
"Bark of Doran","W","U","120724","7.19","14775","10.46","23","1.8%","","3","","7","","10","","13","",""
"Brigid, Clachan's Heart","W","R","11871","2.20","5250","2.34","331","","","54","","87","","141","","192","",""
"Burdened Stoneback","W","U","80103","4.55","13268","5.98","56","","","8","","15","","23","","33","",""
"Champion of the Clachan","W","R","16961","2.84","4960","3.25","8","","","0","","2","","2","","6","",""
"Clachan Festival","W","U","64133","3.84","15515","4.65","40","8.0%","","7","","11","","18","","21","",""
"Crib Swap","W","U","93393","5.43","9370","8.40","20","3.6%","","6","","6","","12","","8","",""
"Curious Colossus","W","M","5377","1.78","3105","1.82","310","","","42","","72","","114","","193","",""
"Eirdu, Carrier of Dawn","W","M","4321","1.48","2803","1.50","124","","","13","","35","","48","","74","",""
"Encumbered Reejerey","W","U","60804","3.59","16804","4.24","1","","","0","","0","","0","","1","",""
"Evershrike's Gift","W","U","102303","5.79","13801","8.23","17","2.7%","","3","","5","","8","","9","",""
"Flock Impostor","W","U","69197","3.89","15466","4.87","56","","","10","","13","","23","","33","",""
"Gallant Fowlknight","W","C","281680","6.45","37250","9.17","8","0.5%","","0","","4","","4","","4","",""
"Goldmeadow Nomad","W","C","290580","6.65","35583","9.59","0","0.0%","","0","","0","","0","","0","",""
"Keep Out","W","C","248749","5.31","32468","7.73","72","6.8%","","13","","15","","28","","44","",""
"Kinbinding","W","R","9383","1.79","5968","1.83","382","74.3%","","71","","100","","171","","213","",""
"Kinsbaile Aspirant","W","U","74924","4.41","16373","5.29","0","","","0","","0","","0","","0","",""
"Kinscaer Sentry","W","R","12816","2.23","5271","2.42","37","","","11","","9","","20","","17","",""
"Kithkeeper","W","U","94704","5.27","16835","7.07","2104","73.0%","51.2%","364","","581","57.0%","945","52.5%","1128","49.3%","3.2pp"
"Liminal Hold","W","C","172508","3.74","43352","4.69","1042","58.6%","50.3%","166","","304","","470","","574","47.2%",""
"Meanders Guide","W","U","77720","4.56","14409","5.90","0","","","0","","0","","0","","0","",""
"Moonlit Lamenter","W","U","66639","3.93","15093","4.83","259","34.5%","","52","","69","","121","","137","",""
"Morningtide's Light","W","M","12958","3.38","2955","4.01","92","","","19","","24","","43","","49","",""
"Personify","W","U","90062","5.00","14964","6.77","66","9.6%","","12","","12","","24","","42","",""
"Protective Response","W","U","55552","3.30","16691","3.85","125","","","15","","40","","55","","70","",""
"Pyrrhic Strike","W","U","53135","3.19","18336","3.65","384","50.9%","","67","","108","","175","","209","",""
"Reluctant Dounguard","W","C","277324","6.22","32491","9.16","10","0.8%","","1","","3","","4","","6","",""
"Rhys, the Evermore","W","R","15924","2.64","5045","2.93","96","","","15","","30","","45","","51","",""
