"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Changeling Wayfinder","","C","201076","4.59","39865","6.30","15969","60.3%","53.9%","3006","52.4%","3581","54.6%","6587","53.6%","9127","53.9%","-0.4pp"
"Rooftop Percher","","C","258913","6.34","40615","8.92","16496","46.4%","54.9%","2730","53.2%","3950","57.6%","6680","55.8%","9527","54.0%","1.8pp"
"Adept Watershaper","W","R","10148","2.13","4539","2.30","8629","99.2%","57.0%","1545","57.9%","2032","59.3%","3577","58.7%","5088","55.9%","2.8pp"
"Ajani, Outland Chaperone","W","M","3735","1.49","2345","1.53","7813","99.9%","58.0%","1492","64.9%","1915","61.5%","3407","63.0%","4443","54.3%","8.7pp"
"Appeal to Eirdu","W","C","277356","7.73","31485","11.25","9750","17.6%","53.0%","1588","47.6%","2165","52.1%","3753","50.2%","5998","54.7%","-4.5pp"
"Bark of Doran","W","U","104865","7.19","12752","10.48","1847","11.1%","49.5%","293","","434","","727","47.3%","1123","51.0%","-3.7pp"
"Brigid, Clachan's Heart","W","R","10191","2.20","4537","2.34","18734","100.0%","57.6%","3443","64.2%","4237","62.1%","7680","63.1%","10476","53.2%","9.9pp"
"Burdened Stoneback","W","U","68653","4.51","11569","5.89","18639","79.2%","54.7%","3321","54.8%","4240","54.1%","7561","54.4%","11093","54.9%","-0.5pp"
"Champion of the Clachan","W","R","14647","2.83","4331","3.24","20983","99.6%","55.6%","3490","56.6%","4888","56.8%","8378","56.7%","12038","54.2%","2.5pp"
"Clachan Festival","W","U","55457","3.83","13507","4.63","43719","97.9%","56.5%","7692","56.8%","9829","58.1%","17521","57.5%","25301","55.3%","2.2pp"
"Crib Swap","W","U","80592","5.42","8146","8.37","6878","48.0%","52.1%","1106","49.4%","1562","51.2%","2668","50.4%","4090","52.8%","-2.4pp"
"Curious Colossus","W","M","4646","1.79","2653","1.82","6041","97.1%","57.1%","1045","60.1%","1452","66.3%","2497","63.7%","3522","52.6%","11.1pp"
"Eirdu, Carrier of Dawn","W","M","3744","1.48","2429","1.49","5120","99.8%","59.0%","880","61.9%","1266","66.8%","2146","64.8%","2944","54.5%","10.3pp"
"Encumbered Reejerey","W","U","52588","3.58","14552","4.21","14479","81.5%","55.2%","2642","56.9%","3141","53.6%","5783","55.1%","8698","55.3%","-0.1pp"
"Evershrike's Gift","W","U","88412","5.77","11959","8.18","17165","67.4%","55.5%","2844","52.3%","3955","56.8%","6799","54.9%","10374","55.8%","-0.8pp"
"Flock Impostor","W","U","59426","3.87","13458","4.84","25235","93.8%","55.9%","4419","54.9%","5666","57.1%","10085","56.1%","14691","55.4%","0.7pp"
"Gallant Fowlknight","W","C","244293","6.46","32536","9.18","83466","80.9%","55.3%","13910","53.4%","18809","55.7%","32719","54.8%","49198","55.3%","-0.5pp"
"Goldmeadow Nomad","W","C","250905","6.61","31193","9.51","55119","63.9%","54.2%","9781","53.9%","11621","52.1%","21402","52.9%","33100","54.8%","-1.9pp"
"Keep Out","W","C","214784","5.29","28319","7.70","37987","68.8%","53.6%","6455","51.6%","8767","53.3%","15222","52.5%","22773","54.3%","-1.8pp"
"Kinbinding","W","R","8165","1.81","5141","1.84","15554","99.9%","57.8%","2688","62.9%","3755","65.2%","6443","64.2%","9162","53.3%","10.9pp"
"Kinsbaile Aspirant","W","U","64941","4.40","14182","5.26","56150","98.5%","57.1%","10280","62.7%","12345","56.0%","22625","59.0%","32773","55.5%","3.5pp"
"Kinscaer Sentry","W","R","11101","2.22","4567","2.39","15767","99.9%","57.4%","2860","63.6%","3504","59.7%","6364","61.5%","9165","54.3%","7.1pp"
"Kithkeeper","W","U","81943","5.27","14622","7.05","9974","48.1%","52.3%","1624","49.4%","2311","54.5%","3935","52.4%","6032","52.2%","0.2pp"
"Liminal Hold","W","C","149736","3.75","37705","4.69","70077","97.1%","55.7%","11651","54.3%","16696","58.0%","28347","56.4%","41841","55.2%","1.3pp"
"Meanders Guide","W","U","66955","4.54","12513","5.85","2260","25.6%","52.9%","387","","527","52.6%","914","52.1%","1348","53.5%","-1.4pp"
"Moonlit Lamenter","W","U","57223","3.90","13159","4.78","18568","80.9%","55.0%","3218","54.2%","4350","56.6%","7568","55.5%","11015","54.7%","0.9pp"
"Morningtide's Light","W","M","11233","3.38","2517","3.99","3914","82.7%","56.2%","612","53.6%","922","61.3%","1534","58.2%","2387","55.0%","3.2pp"
"Personify","W","U","77597","4.98","13001","6.73","19070","75.9%","55.2%","3081","53.0%","4441","58.4%","7522","56.2%","11557","54.6%","1.5pp"
"Protective Response","W","U","48192","3.31","14484","3.87","30082","98.3%","56.5%","4949","56.1%","7018","58.9%","11967","57.7%","18125","55.6%","2.1pp"
"Pyrrhic Strike","W","U","46723","3.22","15897","3.69","32826","98.9%","57.1%","5571","56.6%","7778","61.0%","13349","59.2%","19480","55.6%","3.6pp"
"Reluctant Dounguard","W","C","239624","6.20","28365","9.10","51872","64.7%","54.0%","9114","52.2%","11334","53.0%","20448","52.7%","30760","54.6%","-1.9pp"
"Rhys, the Evermore","W","R","13434","2.58","4440","2.84","8380","96.3%","54.1%","1498","51.6%","1964","56.2%","3462","54.2%","4902","54.1%","0.2pp"
"Riverguard's Reflexes","W","C","268651","7.30","31314","10.69","23135","38.2%","54.6%","3756","52.3%","5128","55.7%","8884","54.3%","14254","54.7%","-0.5pp"
"Shore Lurker","W","C","248442","6.45","32023","9.26","7826","21.1%","53.1%","1255","49.6%","1859","54.3%","3114","52.4%","4733","53.4%","-1.1pp"
"Slumbering Walker","W","R","10026","2.05","4996","2.16","11803","98.6%","57.1%","2066","56.8%","2853","60.6%","4919","59.0%","6840","55.6%","3.4pp"
"Spiral into Solitude","W","C","169596","4.16","35261","5.41","72266","96.9%","55.5%","12409","53.0%","16808","56.9%","29217","55.3%","43068","55.6%","-0.3pp"
"Sun-Dappled Celebrant","W","C","235301","5.91","31262","8.49","35211","57.0%","53.3%","5739","51.1%","8436","54.7%","14175","53.2%","21142","53.4%","-0.2pp"
"Thoughtweft Imbuer","W","U","57781","4.13","14433","4.80","55436","97.9%","57.2%","9311","57.7%","12957","60.6%","22268","59.4%","31818","55.2%","4.2pp"
"Timid Shieldbearer","W","C","225698","5.64","36650","7.68","101379","93.6%","56.1%","18691","55.1%","21918","55.8%","40609","55.5%","59478","56.2%","-0.8pp"
"Tributary Vaulter","W","C","241846","6.36","36036","8.71","2374","8.3%","50.6%","413","","538","53.0%","951","48.6%","1416","52.0%","-3.5pp"
"Wanderbrine Preacher","W","C","223648","5.55","38834","7.43","19084","44.4%","54.3%","3373","55.6%","4143","52.5%","7516","53.9%","11560","54.6%","-0.7pp"
"Wanderbrine Trapper","W","U","55928","3.78","16877","4.36","21154","90.0%","57.6%","3809","60.8%","4681","57.9%","8490","59.2%","12661","56.5%","2.7pp"
"Winnowing","W","R","23997","3.97","4452","5.06","5713","72.1%","53.7%","894","46.3%","1396","58.0%","2290","53.4%","3427","53.9%","-0.5pp"
"Aquitect's Defenses","U","C","266890","7.19","34022","10.44","48","0.3%","","9","","12","","21","","27","",""
"Blossombind","U","C","187951","4.58","40190","5.98","311","4.4%","","63","","67","","130","","181","",""
"Champions of the Shoal","U","R","12425","2.58","5133","2.80","144","9.2%","","22","","45","","67","","79","",""
"Disruptor of Currents","U","R","11896","2.31","5800","2.50","16","1.2%","","3","","5","","8","","8","",""
"Flitterwing Nuisance","U","R","11654","2.36","5481","2.53","92","6.5%","","12","","24","","36","","56","",""
"Glamer Gifter","U","U","60554","3.99","16502","4.81","75","2.5%","","11","","21","","32","","43","",""
"Glamermite","U","C","251840","6.56","33898","9.46","14","0.1%","","3","","4","","7","","7","",""
"Glen Elendra Guardian","U","R","12416","2.38","5500","2.57","174","12.3%","","30","","42","","72","","100","",""
"Glen Elendra's Answer","U","M","14507","3.89","3827","4.60","0","0.0%","","0","","0","","0","","0","",""
"Gravelgill Scoundrel","U","C","240001","6.33","39801","8.48","46","0.4%","","6","","16","","22","","24","",""
"Harmonized Crescendo","U","R","23091","3.85","5068","4.79","46","2.9%","","14","","8","","22","","24","",""
"Illusion Spinners","U","U","90477","5.95","11866","8.54","13","0.3%","","0","","3","","3","","10","",""
"Kulrath Mystic","U","C","262931","7.09","36731","10.03","6","0.0%","","1","","1","","2","","4","",""
"Loch Mare","U","M","4486","1.71","2902","1.78","258","26.6%","","45","","65","","110","","149","",""
"Lofty Dreams","U","U","79676","5.15","14910","6.75","13","0.3%","","2","","4","","6","","7","",""
"Mirrorform","U","M","9873","3.19","3065","3.53","53","4.9%","","8","","17","","25","","28","",""
"Noggle the Mind","U","U","68324","4.44","13091","5.76","81","3.1%","","19","","14","","33","","48","",""
"Oko, Lorwyn Liege","U","M","4641","1.79","2672","1.82","947","59.3%","51.3%","158","","240","","398","","551","46.8%",""
"Omni-Changeling","U","U","53514","3.61","16863","4.20","60","2.3%","","15","","13","","28","","32","",""
"Pestered Wellguard","U","U","59640","4.05","13642","4.99","25","0.9%","","5","","5","","10","","14","",""
