"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Cinder Strike","R","C","159623","4.09","42842","4.97","71710","98.3%","53.6%","12442","53.7%","17487","55.8%","29929","54.9%","41795","52.6%","2.3pp"
"Collective Inferno","R","R","27548","4.47","4103","6.24","5220","70.6%","51.2%","868","48.5%","1312","50.2%","2180","49.5%","3051","52.4%","-2.9pp"
"Elder Auntie","R","C","248199","6.65","32976","9.40","74167","82.3%","52.6%","12933","51.4%","17676","52.4%","30609","52.0%","42114","52.7%","-0.7pp"
"End-Blaze Epiphany","R","R","13912","2.58","6370","2.76","11007","99.1%","55.3%","1908","57.8%","2738","60.0%","4646","59.1%","6368","52.6%","6.5pp"
"Enraged Flamecaster","R","C","249481","6.66","31626","9.62","2457","10.5%","45.7%","422","","609","45.5%","1031","45.0%","1426","46.1%","-1.1pp"
"Explosive Prodigy","R","U","53001","3.60","17686","4.13","13529","80.4%","54.6%","2401","56.1%","3364","57.0%","5765","56.6%","7733","53.1%","3.5pp"
"Feed the Flames","R","C","195868","4.86","37564","6.39","47639","86.2%","52.4%","8064","51.0%","11839","54.7%","19903","53.2%","27749","51.8%","1.4pp"
"Flame-Chain Mauler","R","C","251855","6.63","37187","9.24","11537","32.1%","50.3%","2061","48.3%","2798","49.8%","4859","49.2%","6672","51.2%","-2.0pp"
"Flamebraider","R","U","57543","4.02","17397","4.61","3403","41.4%","53.1%","599","58.4%","866","51.4%","1465","54.3%","1923","52.3%","2.0pp"
"Flamekin Gildweaver","R","C","234624","6.01","42333","7.90","12916","37.0%","52.1%","2189","52.5%","3237","53.6%","5426","53.2%","7471","51.4%","1.8pp"
"Giantfall","R","U","74138","4.78","13036","6.30","13757","69.1%","51.7%","2321","51.0%","3348","52.2%","5669","51.7%","8096","51.8%","-0.1pp"
"Goatnap","R","U","106549","7.44","11752","11.08","2670","16.6%","49.7%","408","","654","53.2%","1062","50.4%","1610","49.3%","1.1pp"
"Goliath Daydreamer","R","R","13725","2.66","5348","2.90","9679","94.8%","52.9%","1643","51.9%","2515","54.7%","4158","53.6%","5593","52.5%","1.1pp"
"Gristle Glutton","R","C","247086","6.47","40223","8.72","91740","91.5%","53.9%","16455","54.8%","21328","53.5%","37783","54.0%","52194","53.4%","0.6pp"
"Hexing Squelcher","R","R","18109","3.19","3793","4.01","9873","97.1%","51.6%","1810","50.1%","2322","50.7%","4132","50.4%","5538","52.1%","-1.6pp"
"Impolite Entrance","R","U","105129","7.21","11822","10.64","3557","22.5%","46.0%","569","44.3%","897","43.9%","1466","44.1%","2091","47.3%","-3.2pp"
"Kindle the Inner Flame","R","U","94685","6.38","14372","8.71","857","9.2%","49.6%","145","","214","","359","","492","",""
"Kulrath Zealot","R","C","217455","5.44","43641","7.04","26134","62.2%","53.4%","4457","51.0%","6629","57.2%","11086","54.7%","15032","52.3%","2.4pp"
"Lasting Tarfire","R","U","95261","6.61","12486","9.31","23067","71.5%","49.4%","3978","45.3%","5788","49.2%","9766","47.6%","13312","50.7%","-3.0pp"
"Lavaleaper","R","R","35194","5.35","4325","8.27","381","11.5%","","58","","98","","156","","224","",""
"Meek Attack","R","M","21542","5.48","2722","8.42","69","3.1%","","14","","15","","29","","40","",""
"Reckless Ransacking","R","C","273580","7.82","30760","11.46","8468","19.7%","49.4%","1336","47.9%","2045","49.6%","3381","48.9%","5090","49.8%","-0.8pp"
"Scuzzback Scrounger","R","R","17404","3.08","5193","3.55","13794","99.5%","53.2%","2513","56.6%","3314","52.5%","5827","54.3%","7723","52.1%","2.2pp"
"Sear","R","U","42173","2.94","15186","3.37","25985","99.7%","54.0%","4604","55.3%","6425","55.9%","11029","55.6%","14959","52.7%","2.9pp"
"Sizzling Changeling","R","U","66304","4.23","15489","5.25","24062","94.0%","53.1%","4257","53.3%","5889","52.9%","10146","53.1%","13461","52.7%","0.3pp"
"Soul Immolation","R","M","6065","2.24","3204","2.32","6405","97.4%","55.8%","1049","56.4%","1553","64.6%","2602","61.3%","3806","52.0%","9.3pp"
"Soulbright Seeker","R","U","82102","5.37","15203","6.99","1906","21.3%","48.0%","326","","416","","742","49.3%","1161","47.2%","2.1pp"
"Sourbread Auntie","R","U","73354","4.93","14137","6.26","46530","97.5%","54.7%","7927","53.8%","11312","56.9%","19239","55.6%","26063","53.5%","2.1pp"
"Spinerock Tyrant","R","M","4618","1.75","2588","1.81","5812","99.6%","56.4%","995","63.5%","1528","61.0%","2523","62.0%","3339","52.1%","9.9pp"
"Squawkroaster","R","U","84361","5.46","12585","7.58","1954","23.3%","49.9%","318","","504","51.0%","822","50.2%","1137","49.5%","0.7pp"
"Sting-Slinger","R","U","85220","5.61","13019","7.64","35272","91.1%","52.9%","6092","51.0%","8353","53.3%","14445","52.4%","20127","53.0%","-0.6pp"
"Tweeze","R","C","181864","4.52","37309","5.86","55777","93.2%","53.4%","9532","52.0%","13782","54.7%","23314","53.6%","32468","53.2%","0.4pp"
"Warren Torchmaster","R","U","90018","5.90","12823","8.17","31361","86.9%","52.6%","5619","51.7%","7208","51.8%","12827","51.8%","18055","52.8%","-1.0pp"
"Assert Perfection","G","C","158294","3.91","43907","4.79","96","2.0%","","16","","25","","41","","55","",""
"Aurora Awakener","G","M","4454","1.71","2924","1.72","463","48.5%","","74","","115","","189","","276","",""
"Bloom Tender","G","M","6457","2.18","2480","2.36","11","1.7%","","2","","5","","7","","4","",""
"Blossoming Defense","G","U","74618","4.61","14885","6.02","18","1.0%","","5","","4","","9","","9","",""
"Bristlebane Battler","G","R","9186","1.96","4629","2.08","69","6.9%","","17","","12","","29","","41","",""
"Bristlebane Outrider","G","U","67277","4.37","14119","5.49","4","0.2%","","1","","2","","3","","1","",""
"Celestial Reunion","G","M","13277","3.74","2375","4.83","17","2.1%","","3","","5","","8","","9","",""
"Champions of the Perfect","G","R","9266","2.04","4577","2.14","171","16.1%","","31","","47","","78","","94","",""
"Chomping Changeling","G","U","77323","4.82","10787","6.82","18","1.0%","","4","","1","","5","","13","",""
"Crossroads Watcher","G","C","235117","5.87","35866","8.16","7","0.1%","","1","","1","","2","","5","",""
"Dawn's Light Archer","G","C","241358","5.99","35908","8.46","8","0.1%","","1","","1","","2","","6","",""
"Dundoolin Weaver","G","U","53314","3.49","15742","4.17","67","3.5%","","13","","17","","30","","37","",""
"Formidable Speaker","G","R","9438","2.00","4687","2.12","85","7.1%","","8","","20","","28","","57","",""
"Gilt-Leaf's Embrace","G","C","260768","6.75","34328","9.68","14","0.2%","","1","","3","","4","","10","",""
"Great Forest Druid","G","C","194797","4.79","34245","6.44","54","1.3%","","15","","16","","31","","23","",""
"Luminollusk","G","U","89554","5.59","12799","7.96","38","1.4%","","6","","7","","13","","24","",""
"Lys Alana Dignitary","G","U","61074","4.07","15704","4.87","7","0.3%","","2","","1","","3","","4","",""
"Lys Alana Informant","G","C","201306","4.90","41638","6.40","6","0.1%","","2","","2","","4","","2","",""
"Midnight Tilling","G","C","254398","6.67","41692","9.01","12","0.1%","","3","","3","","6","","6","",""
"Mistmeadow Council","G","C","208712","5.15","40582","6.78","19","0.4%","","2","","3","","5","","14","",""
"Moon-Vigil Adherents","G","U","44503","3.18","15188","3.59","7","0.4%","","0","","1","","1","","6","",""
"Morcant's Eyes","G","U","56599","4.02","16912","4.51","7","0.2%","","2","","2","","4","","3","",""
"Mutable Explorer","G","R","12971","2.54","4713","2.78","43","3.5%","","6","","10","","16","","25","",""
"Pitiless Fists","G","U","55112","3.63","16726","4.24","45","2.2%","","10","","10","","20","","25","",""
"Prismabasher","G","U","58812","3.89","15340","4.68","135","6.5%","","23","","34","","57","","77","",""
"Prismatic Undercurrents","G","U","95564","6.27","11880","9.16","16","0.4%","","2","","6","","8","","8","",""
"Pummeler for Hire","G","U","64733","4.15","14517","5.20","111","5.1%","","22","","29","","51","","60","",""
"Safewright Cavalry","G","C","214132","5.31","39153","7.10","20","0.4%","","7","","6","","13","","7","",""
"Sapling Nursery","G","R","13665","2.68","4686","2.90","13","1.3%","","2","","5","","7","","6","",""
"Selfless Safewright","G","R","11502","2.26","4988","2.46","9","0.8%","","2","","2","","4","","5","",""
"Shimmerwilds Growth","G","U","81020","5.22","12726","7.06","22","1.0%","","4","","7","","11","","11","",""
"Spry and Mighty","G","R","16874","2.99","5330","3.36","240","19.5%","","33","","66","","99","","141","",""
"Surly Farrier","G","C","243721","6.12","34744","8.63","0","0.0%","","0","","0","","0","","0","",""
"Tend the Sprigs","G","C","258448","6.80","28975","10.12","0","0.0%","","0","","0","","0","","0","",""
"Thoughtweft Charge","G","U","82901","5.12","12936","7.09","0","0.0%","","0","","0","","0","","0","",""
"Trystan, Callous Cultivator","G","R","12883","2.54","5169","2.81","24","1.9%","","3","","7","","10","","14","",""
"Unforgiving Aim","G","C","264775","7.01","29512","10.49","0","0.0%","","0","","0","","0","","0","",""
"Vinebred Brawler","G","U","70864","4.61","13964","5.92","0","0.0%","","0","","0","","0","","0","",""
"Virulent Emissary","G","U","50521","3.37","15256","3.97","6","0.3%","","1","","3","","4","","2","",""
"Wildvine Pummeler","G","C","237649","5.80","32323","8.43","233","4.0%","","41","","55","","96","","138","",""
"Abigale, Eloquent First-Year","WB","R","7805","1.67","4948","1.72","5212","95.9%","54.9%","932","54.7%","1250","60.2%","2182","57.8%","3030","52.7%","5.1pp"
"Ashling's Command","UR","R","11734","2.40","6037","2.48","2270","62.7%","55.2%","392","","583","61.2%","975","60.2%","1285","51.2%","9.0pp"
"Boggart Cursecrafter","BR","U","62813","4.42","13517","5.31","60417","99.8%","54.8%","10541","57.9%","14706","56.7%","25247","57.2%","33380","52.4%","4.7pp"
"Bre of Clan Stoutarm","WR","R","13250","2.66","4845","2.88","1756","53.1%","49.9%","305","","476","","781","52.2%","985","48.1%","4.1pp"
"Brigid's Command","WG","R","14708","2.84","4857","3.21","0","0.0%","","0","","0","","0","","0","",""
"Catharsis","WR","M","5750","2.05","2357","2.16","1272","70.3%","50.6%","200","","326","","526","46.8%","745","53.4%","-6.7pp"
"Chaos Spewer","BR","C","249446","6.53","30045","9.51","52772","70.4%","51.3%","9399","49.9%","12808","51.5%","22207","50.8%","29702","51.3%","-0.5pp"
"Chitinous Graspling","UG","C","246803","5.82","33654","8.61","77","1.8%","","12","","18","","30","","47","",""
"Deceit","UB","M","4570","1.73","2761","1.77","1714","76.3%","54.8%","305","","423","","728","58.0%","990","52.4%","5.5pp"
"Deepchannel Duelist","WU","U","50764","3.72","15799","4.15","0","0.0%","","0","","0","","0","","0","",""
"Deepway Navigator","WU","R","18512","3.36","5250","3.91","0","0.0%","","0","","0","","0","","0","",""
"Doran, Besieged by Time","WBG","R","18213","3.28","4960","3.71","59","4.5%","","5","","17","","22","","38","",""
"Dream Harvest","UB","R","27776","4.09","4612","5.46","1331","44.3%","50.3%","195","","365","","560","49.6%","772","50.8%","-1.1pp"
"Eclipsed Boggart","BR","U","68439","4.60","14686","5.60","59377","99.5%","56.6%","10799","59.1%","14289","60.4%","25088","59.8%","32534","53.5%","6.4pp"
"Eclipsed Elf","BG","U","47338","3.35","16111","3.78","405","11.4%","","70","","95","","165","","238","",""
"Eclipsed Flamekin","UR","U","58436","3.97","18041","4.58","1649","29.8%","50.5%","289","","410","","699","52.2%","936","48.9%","3.3pp"
"Eclipsed Kithkin","WG","U","50980","3.52","15453","4.08","1","0.1%","","0","","0","","0","","1","",""
"Eclipsed Merrow","WU","U","56414","3.90","17190","4.44","0","0.0%","","0","","0","","0","","0","",""
"Emptiness","WB","M","4312","1.64","2516","1.68","2674","92.8%","52.9%","468","","654","54.9%","1122","54.5%","1550","51.7%","2.8pp"
"Feisty Spikeling","WR","C","234687","5.49","34173","7.91","18431","61.2%","50.1%","3312","47.3%","4187","47.4%","7499","47.3%","10673","51.7%","-4.4pp"
"Figure of Fable","WG","R","7100","1.57","4980","1.60","9","1.1%","","3","","1","","4","","5","",""
"Flaring Cinder","UR","C","239925","6.16","40520","8.35","2120","12.4%","50.3%","379","","530","49.4%","909","50.2%","1203","50.5%","-0.3pp"
"Gangly Stompling","RG","C","233477","5.40","37463","7.76","11875","49.9%","51.5%","2064","50.4%","2814","51.8%","4878","51.2%","6778","51.3%","-0.1pp"
"Glister Bairn","UG","U","79329","5.02","12503","7.02","0","0.0%","","0","","0","","0","","0","",""
"Grub's Command","BR","R","16635","3.14","5339","3.54","22874","99.8%","58.1%","3869","64.8%","5612","66.0%","9481","65.5%","12512","51.3%","14.3pp"
"High Perfect Morcant","BG","R","10770","2.28","4467","2.48","211","14.4%","","34","","46","","80","","131","",""
"Hovel Hurler","WR","U","61322","3.91","12684","5.00","11389","83.5%","51.7%","1896","48.8%","2945","55.4%","4841","52.8%","6609","50.8%","2.0pp"
"Kirol, Attentive First-Year","WR","R","16942","2.95","5674","3.33","3422","75.0%","52.5%","620","47.1%","811","52.5%","1431","50.2%","2002","54.0%","-3.8pp"
"Lluwen, Imperfect Naturalist","BG","R","11649","2.31","5074","2.50","2105","66.7%","53.3%","379","","511","49.7%","890","52.0%","1223","54.1%","-2.1pp"
"Maralen, Fae Ascendant","UBG","R","12216","2.47","4918","2.64","47","4.4%","","9","","14","","23","","25","",""
"Merrow Skyswimmer","WU","C","189533","4.62","44595","5.88","0","0.0%","","0","","0","","0","","0","",""
"Mischievous Sneakling","UB","C","215188","4.86","39383","6.81","21485","72.9%","52.0%","3840","51.6%","5036","50.9%","8876","51.2%","12300","52.5%","-1.3pp"
"Morcant's Loyalist","BG","U","42033","3.16","14956","3.53","186","5.6%","","29","","44","","73","","113","",""
"Noggle Robber","RG","U","61916","3.91","16968","4.79","5641","58.5%","53.4%","1026","53.4%","1390","54.8%","2416","54.2%","3231","52.9%","1.3pp"
"Prideful Feastling","WB","C","210305","4.75","33855","6.81","12793","59.2%","50.2%","2269","47.5%","3092","49.6%","5361","48.7%","7220","50.8%","-2.0pp"
"Raiding Schemes","RG","R","43948","6.05","5577","9.14","58","1.5%","","14","","14","","28","","30","",""
"Reaping Willow","WB","U","48727","3.28","13877","3.91","13229","87.3%","54.7%","2183","54.1%","3380","59.9%","5563","57.6%","7725","52.5%","5.2pp"
"Sanar, Innovative First-Year","UR","R","9784","2.02","6059","2.09","7200","98.1%","57.1%","1228","60.4%","1867","60.5%","3095","60.5%","3908","53.6%","6.9pp"
"Shadow Urchin","BR","R","15722","2.84","4853","3.21","12306","97.6%","53.3%","2179","54.9%","3126","55.1%","5305","55.0%","7076","52.0%","3.0pp"
"Stoic Grove-Guide","BG","C","231046","5.65","33435","8.04","1595","13.7%","49.4%","260","","404","","664","48.2%","938","50.2%","-2.0pp"
"Sygg's Command","WU","R","16682","3.06","5319","3.52","0","0.0%","","0","","0","","0","","0","",""
"Tam, Mindful First-Year","UG","R","10372","2.10","4970","2.21","32","4.4%","","6","","10","","16","","16","",""
"Thoughtweft Lieutenant","WG","U","55320","3.94","14051","4.57","1","0.0%","","0","","0","","0","","1","",""
"Trystan's Command","BG","R","10412","2.19","5403","2.31","1642","55.6%","54.6%","282","","402","","684","60.4%","956","50.4%","10.0pp"
"Twinflame Travelers","UR","U","58007","4.09","16166","4.71","318","8.0%","","54","","77","","131","","183","",""
"Vibrance","RG","M","4383","1.65","2687","1.70","3069","97.4%","56.9%","540","58.1%","766","62.1%","1306","60.5%","1757","54.1%","6.4pp"
"Voracious Tome-Skimmer","UB","U","83392","5.53","12457","7.62","674","10.4%","46.3%","118","","182","","300","","376","",""
"Wary Farmer","WG","C","221144","5.35","36398","7.38","0","0.0%","","0","","0","","0","","0","",""
"Wistfulness","UG","M","4194","1.61","2724","1.66","22","","","2","","5","","7","","15","",""
"Chronicle of Victory","","M","3016","1.21","2717","1.21","2941","98.1%","54.4%","519","56.5%","763","63.0%","1282","60.4%","1668","49.9%","10.5pp"
"Dawn-Blessed Pennant","","U","85709","5.19","13251","7.32","4385","48.3%","51.7%","809","48.0%","1090","52.0%","1899","50.3%","2485","52.8%","-2.5pp"
"Firdoch Core","","C","258889","6.52","30289","9.72","1737","12.4%","46.8%","314","","400","","714","45.9%","996","47.4%","-1.5pp"
"Foraging Wickermaw","","C","246757","5.99","44580","8.25","5610","29.7%","50.4%","1087","49.3%","1349","50.0%","2436","49.7%","3177","50.8%","-1.1pp"
"Gathering Stone","","U","55370","3.86","18672","4.25","11973","86.6%","55.7%","2011","57.1%","3019","59.4%","5030","58.5%","6987","53.7%","4.8pp"
"Mirrormind Crown","","R","39862","5.52","4588","8.63","159","4.7%","","21","","39","","60","","99","",""
"Puca's Eye","","U","105124","6.88","15523","9.66","233","3.6%","","36","","66","","102","","131","",""
"Springleaf Drum","","U","99816","6.30","11624","9.36","650","12.1%","53.2%","123","","133","","256","","394","",""
"Stalactite Dagger","","C","268965","6.93","33462","10.16","4845","21.6%","49.7%","887","45.2%","1123","51.4%","2010","48.7%","2836","50.5%","-1.8pp"
"Blood Crypt","","R","29538","4.17","5109","5.75","9537","99.3%","53.6%","1769","54.9%","2220","50.5%","3989","52.5%","5456","54.3%","-1.9pp"
"Eclipsed Realms","","U","90525","5.33","11029","7.95","4215","64.4%","51.6%","812","51.8%","1001","48.2%","1813","49.8%","2403","53.1%","-3.3pp"
"Evolving Wilds","","C","206342","4.62","42646","6.35","19453","88.1%","53.6%","3623","56.4%","4629","50.7%","8252","53.2%","11193","53.9%","-0.7pp"
"Hallowed Fountain","","R","27673","3.95","5318","5.30","25","1.7%","","4","","8","","12","","14","",""
"Overgrown Tomb","","R","25969","3.73","5146","4.92","566","23.3%","51.8%","106","","137","","243","","313","",""
"Steam Vents","","R","28892","4.04","5706","5.42","636","21.0%","49.4%","113","","148","","261","","364","",""
"Temple Garden","","R","26856","3.83","4862","5.15","24","2.0%","","4","","8","","12","","12","",""
"Idyllic Tutor","W","R","2054","5.44","231","","0","","","0","","0","","0","","0","",""
"Kinsbaile Cavalier","W","R","1290","3.95","249","","0","","","0","","0","","0","","0","",""
"Mistbind Clique","U","R","1051","3.33","240","","0","","","0","","0","","0","","0","",""
"Wanderwine Prophets","U","R","1255","3.88","215","","0","","","0","","0","","0","","0","",""
"Bitterblossom","B","M","405","","245","","443","","","77","","112","","189","","256","",""
"Faerie Macabre","B","C","2422","6.40","283","","4","","","0","","0","","0","","4","",""
"Goblin Chieftain","R","R","1054","3.62","226","","895","99.3%","54.1%","147","","235","","382","","480","",""
"Goblin Sharpshooter","R","R","975","3.12","332","","1033","97.3%","54.7%","173","","267","","440","","565","49.0%",""
"Heat Shimmer","R","R","1889","5.27","250","","51","","","6","","9","","15","","36","",""
"Devoted Druid","G","U","1309","3.70","273","","0","","","0","","0","","0","","0","",""
"Helix Pinnacle","G","R","2240","5.99","240","","0","","","0","","0","","0","","0","",""
"Leaf-Crowned Visionary","G","R","731","2.45","259","","0","","","0","","0","","0","","0","",""
"Regal Force","G","R","1054","3.42","279","","0","","","0","","0","","0","","0","",""
"Manamorphose","RG","U","1892","4.78","276","","82","","","14","","18","","32","","50","",""
"Risen Reef","UG","U","1200","3.71","331","","0","","","0","","0","","0","","0","",""
"Slippery Bogle","UG","U","2251","5.86","280","","0","","","0","","0","","0","","0","",""
"Dolmen Gate","","R","928","3.18","163","","84","","","17","","16","","33","","51","",""
"Door of Destinies","","R","505","2.05","218","","244","","","39","","67","","106","","139","",""
"Painter's Servant","","M","1653","4.53","228","","0","","","0","","0","","0","","0","",""
"Thousand-Year Elixir","","R","1937","5.33","200","","1","","","0","","1","","1","","0","",""
