"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Changeling Wayfinder","","C","201076","4.59","39865","6.30","3379","73.8%","52.4%","599","52.3%","807","54.5%","1406","53.6%","1944","51.4%","2.2pp"
"Rooftop Percher","","C","258913","6.34","40615","8.92","1881","45.9%","51.2%","321","","478","","799","53.1%","1066","49.8%","3.3pp"
"Adept Watershaper","W","R","10148","2.13","4539","2.30","1282","99.7%","51.6%","242","","313","","555","55.7%","732","48.8%","6.9pp"
"Ajani, Outland Chaperone","W","M","3735","1.49","2345","1.53","1019","100.0%","54.8%","201","","265","","466","","558","47.7%",""
"Appeal to Eirdu","W","C","277356","7.73","31485","11.25","653","13.1%","45.6%","95","","154","","249","","404","",""
"Bark of Doran","W","U","104865","7.19","12752","10.48","529","25.4%","48.0%","94","","137","","231","","299","",""
"Brigid, Clachan's Heart","W","R","10191","2.20","4537","2.34","1078","89.3%","51.3%","208","","249","","457","","617","49.3%",""
"Burdened Stoneback","W","U","68653","4.51","11569","5.89","5370","96.2%","51.1%","960","50.6%","1318","51.8%","2278","51.3%","3091","50.9%","0.4pp"
"Champion of the Clachan","W","R","14647","2.83","4331","3.24","797","77.8%","47.3%","144","","192","","336","","457","",""
"Clachan Festival","W","U","55457","3.83","13507","4.63","2802","85.2%","51.4%","500","54.0%","665","52.0%","1165","52.9%","1625","50.2%","2.7pp"
"Crib Swap","W","U","80592","5.42","8146","8.37","1118","54.5%","47.9%","176","","284","","460","","647","47.8%",""
"Curious Colossus","W","M","4646","1.79","2653","1.82","1317","99.8%","56.4%","212","","310","","522","64.2%","796","51.4%","12.8pp"
"Eirdu, Carrier of Dawn","W","M","3744","1.48","2429","1.49","979","99.5%","52.5%","165","","243","","408","","568","47.4%",""
"Encumbered Reejerey","W","U","52588","3.58","14552","4.21","3313","94.5%","51.6%","575","55.3%","812","48.5%","1387","51.3%","1933","51.9%","-0.6pp"
"Evershrike's Gift","W","U","88412","5.77","11959","8.18","1877","62.7%","48.7%","298","","446","","744","48.9%","1133","48.5%","0.4pp"
"Flock Impostor","W","U","59426","3.87","13458","4.84","3293","93.9%","52.0%","575","48.9%","820","54.5%","1395","52.2%","1878","51.9%","0.3pp"
"Gallant Fowlknight","W","C","244293","6.46","32536","9.18","2693","46.8%","49.9%","431","","644","50.6%","1075","50.5%","1600","49.5%","1.0pp"
"Goldmeadow Nomad","W","C","250905","6.61","31193","9.51","3016","47.2%","50.6%","499","","693","48.5%","1192","50.1%","1815","50.8%","-0.7pp"
"Keep Out","W","C","214784","5.29","28319","7.70","4673","70.5%","50.2%","800","47.9%","1158","49.7%","1958","49.0%","2717","51.1%","-2.1pp"
"Kinbinding","W","R","8165","1.81","5141","1.84","2222","99.3%","54.5%","364","","567","62.8%","931","62.7%","1304","48.5%","14.3pp"
"Kinsbaile Aspirant","W","U","64941","4.40","14182","5.26","1784","67.3%","50.8%","322","","373","","695","51.9%","1079","49.8%","2.2pp"
"Kinscaer Sentry","W","R","11101","2.22","4567","2.39","1718","99.1%","52.4%","326","","413","","739","54.9%","979","50.5%","4.5pp"
"Kithkeeper","W","U","81943","5.27","14622","7.05","1881","60.7%","52.0%","320","","514","49.2%","834","50.2%","1032","52.9%","-2.7pp"
"Liminal Hold","W","C","149736","3.75","37705","4.69","9500","97.3%","53.1%","1585","51.3%","2358","57.3%","3943","54.9%","5575","51.9%","2.9pp"
"Meanders Guide","W","U","66955","4.54","12513","5.85","1002","59.0%","51.2%","175","","228","","403","","595","49.1%",""
"Moonlit Lamenter","W","U","57223","3.90","13159","4.78","5492","98.1%","53.8%","970","55.3%","1398","56.8%","2368","56.2%","3146","51.9%","4.3pp"
"Morningtide's Light","W","M","11233","3.38","2517","3.99","616","82.7%","51.8%","108","","146","","254","","362","",""
"Personify","W","U","77597","4.98","13001","6.73","1825","63.7%","48.1%","322","","458","","780","48.8%","1045","47.5%","1.4pp"
"Protective Response","W","U","48192","3.31","14484","3.87","3528","97.0%","52.4%","623","51.8%","850","56.0%","1473","54.2%","2055","51.0%","3.2pp"
"Pyrrhic Strike","W","U","46723","3.22","15897","3.69","4288","98.0%","53.6%","768","54.4%","1086","57.7%","1854","56.4%","2433","51.5%","4.9pp"
"Reluctant Dounguard","W","C","239624","6.20","28365","9.10","3816","54.6%","49.4%","634","52.1%","871","49.1%","1505","50.4%","2302","48.6%","1.8pp"
"Rhys, the Evermore","W","R","13434","2.58","4440","2.84","1800","99.0%","50.1%","298","","456","","754","49.9%","1046","50.2%","-0.3pp"
"Riverguard's Reflexes","W","C","268651","7.30","31314","10.69","1560","27.6%","46.7%","271","","378","","649","42.4%","913","49.6%","-7.2pp"
"Shore Lurker","W","C","248442","6.45","32023","9.26","2401","46.0%","49.5%","397","","591","52.1%","988","49.7%","1418","49.4%","0.3pp"
"Slumbering Walker","W","R","10026","2.05","4996","2.16","2364","99.0%","53.3%","381","","628","59.6%","1009","58.8%","1368","49.3%","9.5pp"
"Spiral into Solitude","W","C","169596","4.16","35261","5.41","9136","94.9%","52.1%","1642","50.9%","2234","54.7%","3876","53.1%","5258","51.3%","1.7pp"
"Sun-Dappled Celebrant","W","C","235301","5.91","31262","8.49","5333","68.9%","50.3%","895","51.7%","1358","54.6%","2253","53.5%","3109","48.1%","5.4pp"
"Thoughtweft Imbuer","W","U","57781","4.13","14433","4.80","1830","70.2%","50.8%","305","","414","","719","51.6%","1104","49.9%","1.7pp"
"Timid Shieldbearer","W","C","225698","5.64","36650","7.68","7420","83.1%","51.9%","1352","52.2%","1813","52.0%","3165","52.1%","4240","51.8%","0.3pp"
"Tributary Vaulter","W","C","241846","6.36","36036","8.71","708","19.8%","46.3%","117","","158","","275","","432","",""
"Wanderbrine Preacher","W","C","223648","5.55","38834","7.43","5617","73.5%","51.6%","1001","52.4%","1305","51.1%","2306","51.7%","3309","51.5%","0.2pp"
"Wanderbrine Trapper","W","U","55928","3.78","16877","4.36","2886","89.5%","53.0%","542","59.2%","689","51.2%","1231","54.8%","1654","51.8%","2.9pp"
"Winnowing","W","R","23997","3.97","4452","5.06","644","72.0%","48.6%","108","","155","","263","","382","",""
"Aquitect's Defenses","U","C","266890","7.19","34022","10.44","0","0.0%","","0","","0","","0","","0","",""
