"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Changeling Wayfinder","","C","201076","4.59","39865","6.30","3820","78.7%","51.2%","687","50.5%","977","54.8%","1664","53.0%","2129","49.7%","3.3pp"
"Rooftop Percher","","C","258913","6.34","40615","8.92","2182","48.8%","52.3%","377","","560","57.3%","937","54.2%","1239","50.9%","3.3pp"
"Adept Watershaper","W","R","10148","2.13","4539","2.30","30","","","5","","9","","14","","16","",""
"Ajani, Outland Chaperone","W","M","3735","1.49","2345","1.53","33","","","3","","9","","12","","21","",""
"Appeal to Eirdu","W","C","277356","7.73","31485","11.25","0","0.0%","","0","","0","","0","","0","",""
"Bark of Doran","W","U","104865","7.19","12752","10.48","0","0.0%","","0","","0","","0","","0","",""
"Brigid, Clachan's Heart","W","R","10191","2.20","4537","2.34","13","","","1","","3","","4","","9","",""
"Burdened Stoneback","W","U","68653","4.51","11569","5.89","9","","","2","","3","","5","","4","",""
"Champion of the Clachan","W","R","14647","2.83","4331","3.24","1","","","0","","1","","1","","0","",""
"Clachan Festival","W","U","55457","3.83","13507","4.63","0","","","0","","0","","0","","0","",""
"Crib Swap","W","U","80592","5.42","8146","8.37","10","","","0","","2","","2","","8","",""
"Curious Colossus","W","M","4646","1.79","2653","1.82","27","","","5","","11","","16","","12","",""
"Eirdu, Carrier of Dawn","W","M","3744","1.48","2429","1.49","80","","","17","","16","","33","","47","",""
"Encumbered Reejerey","W","U","52588","3.58","14552","4.21","0","","","0","","0","","0","","0","",""
"Evershrike's Gift","W","U","88412","5.77","11959","8.18","6","1.2%","","0","","2","","2","","4","",""
"Flock Impostor","W","U","59426","3.87","13458","4.84","28","","","6","","5","","11","","17","",""
"Gallant Fowlknight","W","C","244293","6.46","32536","9.18","0","0.0%","","0","","0","","0","","0","",""
"Goldmeadow Nomad","W","C","250905","6.61","31193","9.51","0","0.0%","","0","","0","","0","","0","",""
"Keep Out","W","C","214784","5.29","28319","7.70","23","2.3%","","4","","3","","7","","16","",""
"Kinbinding","W","R","8165","1.81","5141","1.84","27","","","4","","8","","12","","14","",""
"Kinsbaile Aspirant","W","U","64941","4.40","14182","5.26","0","","","0","","0","","0","","0","",""
"Kinscaer Sentry","W","R","11101","2.22","4567","2.39","20","","","0","","5","","5","","15","",""
"Kithkeeper","W","U","81943","5.27","14622","7.05","79","12.5%","","9","","28","","37","","40","",""
"Liminal Hold","W","C","149736","3.75","37705","4.69","124","11.8%","","27","","25","","52","","73","",""
"Meanders Guide","W","U","66955","4.54","12513","5.85","17","","","3","","6","","9","","7","",""
"Moonlit Lamenter","W","U","57223","3.90","13159","4.78","58","9.5%","","15","","14","","29","","29","",""
"Morningtide's Light","W","M","11233","3.38","2517","3.99","6","","","0","","2","","2","","4","",""
"Personify","W","U","77597","4.98","13001","6.73","22","4.4%","","3","","6","","9","","13","",""
"Protective Response","W","U","48192","3.31","14484","3.87","19","","","4","","3","","7","","12","",""
"Pyrrhic Strike","W","U","46723","3.22","15897","3.69","36","","","2","","12","","14","","22","",""
"Reluctant Dounguard","W","C","239624","6.20","28365","9.10","0","0.0%","","0","","0","","0","","0","",""
"Rhys, the Evermore","W","R","13434","2.58","4440","2.84","31","","","8","","4","","12","","19","",""
"Riverguard's Reflexes","W","C","268651","7.30","31314","10.69","3","0.2%","","0","","0","","0","","3","",""
"Shore Lurker","W","C","248442","6.45","32023","9.26","8","0.5%","","1","","4","","5","","3","",""
"Slumbering Walker","W","R","10026","2.05","4996","2.16","17","","","3","","7","","10","","7","",""
"Spiral into Solitude","W","C","169596","4.16","35261","5.41","33","4.1%","","6","","8","","14","","19","",""
"Sun-Dappled Celebrant","W","C","235301","5.91","31262","8.49","10","0.9%","","0","","0","","0","","10","",""
"Thoughtweft Imbuer","W","U","57781","4.13","14433","4.80","0","","","0","","0","","0","","0","",""
"Timid Shieldbearer","W","C","225698","5.64","36650","7.68","0","0.0%","","0","","0","","0","","0","",""
"Tributary Vaulter","W","C","241846","6.36","36036","8.71","2","0.1%","","0","","1","","1","","1","",""
"Wanderbrine Preacher","W","C","223648","5.55","38834","7.43","0","0.0%","","0","","0","","0","","0","",""
"Wanderbrine Trapper","W","U","55928","3.78","16877","4.36","5","0.9%","","0","","3","","3","","2","",""
"Winnowing","W","R","23997","3.97","4452","5.06","0","","","0","","0","","0","","0","",""
"Aquitect's Defenses","U","C","266890","7.19","34022","10.44","5703","56.0%","50.1%","938","50.3%","1412","51.3%","2350","50.9%","3357","49.6%","1.3pp"
"Blossombind","U","C","187951","4.58","40190","5.98","10154","92.1%","49.8%","1800","47.2%","2660","51.7%","4460","49.9%","5697","49.8%","0.0pp"
"Champions of the Shoal","U","R","12425","2.58","5133","2.80","888","75.4%","49.7%","145","","240","","385","","504","46.0%",""
"Disruptor of Currents","U","R","11896","2.31","5800","2.50","1918","100.0%","51.8%","351","","492","","843","53.9%","1077","50.3%","3.5pp"
"Flitterwing Nuisance","U","R","11654","2.36","5481","2.53","2870","100.0%","51.6%","505","61.0%","746","57.2%","1251","58.8%","1623","46.0%","12.7pp"
"Glamer Gifter","U","U","60554","3.99","16502","4.81","7396","99.6%","50.6%","1281","51.4%","2000","54.2%","3281","53.1%","4106","48.5%","4.6pp"
"Glamermite","U","C","251840","6.56","33898","9.46","15532","90.6%","49.9%","2703","49.5%","3872","54.3%","6575","52.3%","8913","48.1%","4.3pp"
"Glen Elendra Guardian","U","R","12416","2.38","5500","2.57","3091","100.0%","49.4%","604","55.0%","784","55.6%","1388","55.3%","1700","44.5%","10.9pp"
"Glen Elendra's Answer","U","M","14507","3.89","3827","4.60","1308","90.6%","52.3%","223","","359","","582","55.8%","726","49.4%","6.4pp"
"Gravelgill Scoundrel","U","C","240001","6.33","39801","8.48","3311","46.8%","48.1%","608","48.5%","807","52.3%","1415","50.7%","1892","46.0%","4.6pp"
"Harmonized Crescendo","U","R","23091","3.85","5068","4.79","867","69.6%","45.8%","145","","234","","379","","488","",""
