"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Changeling Wayfinder","","C","232675","4.59","45959","6.32","23940","60.3%","54.3%","4340","54.4%","5955","55.0%","10295","54.7%","13216","53.7%","1.0pp"
"Rooftop Percher","","C","295914","6.23","47881","8.71","21780","43.4%","54.3%","3636","51.6%","5521","55.8%","9157","54.1%","12103","53.9%","0.3pp"
"Adept Watershaper","W","R","11807","2.14","5257","2.31","21707","99.9%","56.6%","3837","59.8%","5498","58.1%","9335","58.8%","11973","54.5%","4.3pp"
"Ajani, Outland Chaperone","W","M","4327","1.49","2693","1.54","8119","99.8%","56.8%","1445","62.6%","2025","59.7%","3470","60.9%","4679","53.7%","7.2pp"
"Appeal to Eirdu","W","C","320101","7.75","36149","11.28","9887","13.7%","51.9%","1539","47.6%","2437","53.0%","3976","50.9%","5917","52.7%","-1.8pp"
"Bark of Doran","W","U","120724","7.19","14775","10.46","5608","23.0%","53.3%","994","51.1%","1423","53.6%","2417","52.6%","3197","53.9%","-1.3pp"
"Brigid, Clachan's Heart","W","R","11871","2.20","5250","2.34","7724","85.5%","56.6%","1391","61.5%","1933","58.6%","3324","59.8%","4396","54.0%","5.8pp"
"Burdened Stoneback","W","U","80103","4.55","13268","5.98","16847","67.1%","53.5%","3080","52.5%","4122","53.3%","7202","53.0%","9662","53.9%","-1.0pp"
"Champion of the Clachan","W","R","16961","2.84","4960","3.25","1848","35.2%","50.8%","303","","468","","771","49.9%","1071","51.3%","-1.3pp"
"Clachan Festival","W","U","64133","3.84","15515","4.65","17973","73.8%","55.6%","3201","55.4%","4407","57.5%","7608","56.6%","10321","54.8%","1.8pp"
"Crib Swap","W","U","93393","5.43","9370","8.40","7681","43.2%","51.8%","1296","49.4%","1867","52.4%","3163","51.2%","4358","51.8%","-0.7pp"
"Curious Colossus","W","M","5377","1.78","3105","1.82","8633","96.7%","58.2%","1460","58.8%","2271","67.2%","3731","63.9%","4918","53.8%","10.1pp"
"Eirdu, Carrier of Dawn","W","M","4321","1.48","2803","1.50","7735","99.7%","57.2%","1290","59.7%","2053","61.9%","3343","61.0%","4431","54.1%","7.0pp"
"Encumbered Reejerey","W","U","60804","3.59","16804","4.24","65861","99.6%","56.5%","12145","60.0%","15939","55.7%","28084","57.5%","36697","55.6%","2.0pp"
"Evershrike's Gift","W","U","102303","5.79","13801","8.23","10560","39.7%","52.4%","1740","48.4%","2533","54.4%","4273","52.0%","6296","52.7%","-0.7pp"
"Flock Impostor","W","U","69197","3.89","15466","4.87","38082","92.8%","55.7%","6623","54.3%","9309","57.2%","15932","56.0%","21370","55.0%","1.0pp"
"Gallant Fowlknight","W","C","281680","6.45","37250","9.17","8984","19.3%","53.4%","1492","52.5%","2213","53.4%","3705","53.0%","5266","53.6%","-0.6pp"
"Goldmeadow Nomad","W","C","290580","6.65","35583","9.59","15192","28.0%","54.0%","2687","54.8%","3682","51.9%","6369","53.1%","8788","54.6%","-1.4pp"
"Keep Out","W","C","248749","5.31","32468","7.73","54008","67.7%","54.0%","9211","52.9%","13310","54.3%","22521","53.8%","31499","54.2%","-0.5pp"
"Kinbinding","W","R","9383","1.79","5968","1.83","17516","99.6%","59.8%","3028","66.1%","4574","67.9%","7602","67.2%","9994","54.3%","12.9pp"
"Kinsbaile Aspirant","W","U","74924","4.41","16373","5.29","4718","30.1%","52.2%","845","55.9%","1127","49.6%","1972","52.3%","2725","52.0%","0.2pp"
"Kinscaer Sentry","W","R","12816","2.23","5271","2.42","12835","97.9%","56.4%","2361","61.4%","3122","56.4%","5483","58.6%","7362","54.7%","3.8pp"
"Kithkeeper","W","U","94704","5.27","16835","7.07","5199","29.2%","51.3%","893","47.4%","1330","54.7%","2223","51.8%","2965","50.9%","0.9pp"
"Liminal Hold","W","C","172508","3.74","43352","4.69","99398","97.1%","55.9%","16364","53.6%","25372","58.4%","41736","56.5%","57870","55.4%","1.2pp"
"Meanders Guide","W","U","77720","4.56","14409","5.90","57454","92.5%","55.2%","10059","54.0%","14137","55.5%","24196","54.8%","32221","55.1%","-0.3pp"
"Moonlit Lamenter","W","U","66639","3.93","15093","4.83","22328","76.2%","54.3%","3931","54.4%","5491","56.4%","9422","55.5%","12977","53.4%","2.2pp"
"Morningtide's Light","W","M","12958","3.38","2955","4.01","4507","74.6%","54.2%","708","49.2%","1142","57.8%","1850","54.5%","2660","54.0%","0.5pp"
"Personify","W","U","90062","5.00","14964","6.77","24770","70.0%","55.5%","4011","53.7%","6150","56.9%","10161","55.6%","14615","55.4%","0.2pp"
"Protective Response","W","U","55552","3.30","16691","3.85","44933","98.7%","56.6%","7699","55.7%","11231","59.7%","18930","58.0%","26011","55.6%","2.4pp"
"Pyrrhic Strike","W","U","53135","3.19","18336","3.65","46287","98.8%","57.1%","7743","56.5%","11773","60.2%","19516","58.7%","26786","55.9%","2.8pp"
"Reluctant Dounguard","W","C","277324","6.22","32491","9.16","9239","20.3%","50.2%","1598","49.4%","2200","49.8%","3798","49.7%","5424","50.5%","-0.9pp"
"Rhys, the Evermore","W","R","15924","2.64","5045","2.93","10388","91.9%","53.6%","1815","53.6%","2528","53.8%","4343","53.7%","6048","53.6%","0.1pp"
"Riverguard's Reflexes","W","C","310503","7.31","36109","10.72","22355","28.9%","53.4%","3679","50.7%","5331","54.3%","9010","52.8%","13355","53.8%","-1.0pp"
"Shore Lurker","W","C","286919","6.45","36969","9.26","85569","68.1%","54.4%","14490","52.3%","21260","55.8%","35750","54.4%","48330","54.0%","0.3pp"
"Slumbering Walker","W","R","11572","2.05","5734","2.17","16861","98.9%","58.3%","2805","59.9%","4347","64.0%","7152","62.4%","9758","55.3%","7.1pp"
"Spiral into Solitude","W","C","196161","4.16","40357","5.43","90221","94.2%","55.0%","15390","51.9%","22299","56.5%","37689","54.6%","52567","55.3%","-0.7pp"
"Sun-Dappled Celebrant","W","C","272262","5.93","35785","8.53","47822","58.3%","53.6%","7714","52.3%","12352","54.4%","20066","53.6%","28024","53.6%","0.0pp"
"Thoughtweft Imbuer","W","U","65872","4.08","16671","4.74","7169","43.4%","53.6%","1196","55.6%","1744","54.4%","2940","54.9%","4201","52.5%","2.4pp"
"Timid Shieldbearer","W","C","260517","5.63","42410","7.67","46034","60.3%","55.1%","8382","55.1%","11232","56.5%","19614","55.9%","26361","54.6%","1.3pp"
"Tributary Vaulter","W","C","278100","6.33","41838","8.65","150410","87.6%","56.0%","26215","55.3%","36204","56.2%","62419","55.8%","85257","55.7%","0.1pp"
"Wanderbrine Preacher","W","C","258096","5.55","44856","7.42","160383","94.4%","56.3%","29222","57.1%","38209","56.4%","67431","56.7%","90290","55.8%","0.9pp"
"Wanderbrine Trapper","W","U","64329","3.78","19510","4.35","75756","99.2%","57.7%","13675","63.1%","18337","58.2%","32012","60.3%","42321","55.4%","4.9pp"
"Winnowing","W","R","28076","4.00","5167","5.11","8381","69.7%","54.1%","1384","51.2%","2162","57.0%","3546","54.8%","4837","53.7%","1.1pp"
"Aquitect's Defenses","U","C","308220","7.20","39079","10.47","27099","31.0%","54.1%","4561","52.8%","6623","56.0%","11184","54.7%","15930","53.7%","1.0pp"
"Blossombind","U","C","217227","4.58","46168","5.99","105140","93.8%","55.9%","17952","53.9%","26056","57.4%","44008","55.9%","61162","55.9%","0.0pp"
"Champions of the Shoal","U","R","14353","2.56","5918","2.79","33175","99.9%","58.9%","5804","63.1%","8710","64.6%","14514","64.0%","17917","53.7%","10.3pp"
"Disruptor of Currents","U","R","13868","2.33","6772","2.52","25758","99.8%","58.2%","4361","61.3%","6350","63.1%","10711","62.4%","14328","54.3%","8.1pp"
"Flitterwing Nuisance","U","R","13604","2.37","6375","2.54","18203","99.2%","57.7%","3353","64.7%","4628","59.6%","7981","61.8%","10274","54.5%","7.2pp"
"Glamer Gifter","U","U","70107","4.00","19122","4.82","46849","94.3%","56.8%","8260","56.4%","11639","59.4%","19899","58.1%","26961","55.7%","2.4pp"
"Glamermite","U","C","291651","6.60","39086","9.52","36419","41.0%","53.6%","6398","52.7%","8986","55.8%","15384","54.5%","21065","52.8%","1.7pp"
"Glen Elendra Guardian","U","R","14519","2.41","6444","2.60","16068","98.4%","56.7%","2895","57.2%","4032","58.7%","6927","58.0%","9178","55.7%","2.4pp"
"Glen Elendra's Answer","U","M","16590","3.89","4452","4.59","8478","81.5%","56.3%","1335","56.4%","2121","61.0%","3456","59.2%","5022","54.4%","4.9pp"
"Gravelgill Scoundrel","U","C","275841","6.30","46282","8.41","165350","90.6%","56.3%","30304","57.2%","39488","55.8%","69792","56.4%","92777","56.0%","0.4pp"
"Harmonized Crescendo","U","R","26952","3.87","5854","4.85","14805","86.4%","55.4%","2403","53.0%","3638","57.3%","6041","55.6%","8771","55.2%","0.4pp"
"Illusion Spinners","U","U","105157","5.98","13620","8.63","7617","30.5%","50.7%","1211","47.7%","1944","53.2%","3155","51.1%","4483","50.5%","0.6pp"
"Kulrath Mystic","U","C","302528","7.07","42357","10.00","7061","12.7%","51.6%","1281","50.0%","1802","51.6%","3083","50.9%","3974","52.1%","-1.2pp"
"Loch Mare","U","M","5203","1.71","3337","1.78","9714","100.0%","58.7%","1713","62.0%","2492","62.9%","4205","62.5%","5551","55.8%","6.7pp"
