"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Changeling Wayfinder","","C","201076","4.59","39865","6.30","3453","85.7%","52.0%","627","49.8%","916","56.4%","1543","53.7%","1858","50.1%","3.6pp"
"Rooftop Percher","","C","258913","6.34","40615","8.92","933","41.4%","51.9%","143","","245","","388","","536","50.0%",""
"Adept Watershaper","W","R","10148","2.13","4539","2.30","107","","","20","","33","","53","","53","",""
"Ajani, Outland Chaperone","W","M","3735","1.49","2345","1.53","31","","","8","","9","","17","","14","",""
"Appeal to Eirdu","W","C","277356","7.73","31485","11.25","0","0.0%","","0","","0","","0","","0","",""
"Bark of Doran","W","U","104865","7.19","12752","10.48","19","3.4%","","3","","6","","9","","10","",""
"Brigid, Clachan's Heart","W","R","10191","2.20","4537","2.34","127","","","31","","28","","59","","67","",""
"Burdened Stoneback","W","U","68653","4.51","11569","5.89","0","","","0","","0","","0","","0","",""
"Champion of the Clachan","W","R","14647","2.83","4331","3.24","31","","","1","","10","","11","","21","",""
"Clachan Festival","W","U","55457","3.83","13507","4.63","44","","","8","","18","","26","","18","",""
"Crib Swap","W","U","80592","5.42","8146","8.37","16","","","3","","3","","6","","8","",""
"Curious Colossus","W","M","4646","1.79","2653","1.82","112","","","19","","38","","57","","55","",""
"Eirdu, Carrier of Dawn","W","M","3744","1.48","2429","1.49","59","","","8","","17","","25","","34","",""
"Encumbered Reejerey","W","U","52588","3.58","14552","4.21","3","","","0","","3","","3","","0","",""
"Evershrike's Gift","W","U","88412","5.77","11959","8.18","17","","","5","","5","","10","","8","",""
"Flock Impostor","W","U","59426","3.87","13458","4.84","85","","","11","","25","","36","","48","",""
"Gallant Fowlknight","W","C","244293","6.46","32536","9.18","15","1.7%","","1","","3","","4","","11","",""
"Goldmeadow Nomad","W","C","250905","6.61","31193","9.51","6","0.8%","","0","","1","","1","","5","",""
"Keep Out","W","C","214784","5.29","28319","7.70","80","14.7%","","13","","19","","32","","48","",""
"Kinbinding","W","R","8165","1.81","5141","1.84","110","","","16","","34","","50","","61","",""
"Kinsbaile Aspirant","W","U","64941","4.40","14182","5.26","0","","","0","","0","","0","","0","",""
"Kinscaer Sentry","W","R","11101","2.22","4567","2.39","29","","","5","","10","","15","","15","",""
"Kithkeeper","W","U","81943","5.27","14622","7.05","872","68.1%","50.7%","129","","248","","377","","488","",""
"Liminal Hold","W","C","149736","3.75","37705","4.69","816","68.7%","47.8%","130","","249","","379","","439","",""
"Meanders Guide","W","U","66955","4.54","12513","5.85","7","","","2","","1","","3","","4","",""
"Moonlit Lamenter","W","U","57223","3.90","13159","4.78","74","","","10","","21","","31","","44","",""
"Morningtide's Light","W","M","11233","3.38","2517","3.99","51","","","7","","16","","23","","29","",""
"Personify","W","U","77597","4.98","13001","6.73","56","","","13","","14","","27","","29","",""
"Protective Response","W","U","48192","3.31","14484","3.87","67","","","7","","24","","31","","36","",""
"Pyrrhic Strike","W","U","46723","3.22","15897","3.69","178","","","26","","52","","78","","100","",""
"Reluctant Dounguard","W","C","239624","6.20","28365","9.10","0","0.0%","","0","","0","","0","","0","",""
"Rhys, the Evermore","W","R","13434","2.58","4440","2.84","42","","","3","","9","","12","","30","",""
