"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Changeling Wayfinder","","C","201076","4.59","39865","6.30","28922","69.9%","54.6%","5251","53.4%","7975","57.1%","13226","55.6%","15216","53.6%","2.0pp"
"Rooftop Percher","","C","258913","6.34","40615","8.92","21023","51.1%","54.6%","3520","52.0%","5889","58.8%","9409","56.3%","11100","52.3%","3.9pp"
"Adept Watershaper","W","R","10148","2.13","4539","2.30","360","22.5%","","65","","101","","166","","193","",""
"Ajani, Outland Chaperone","W","M","3735","1.49","2345","1.53","226","25.7%","","41","","59","","100","","126","",""
"Appeal to Eirdu","W","C","277356","7.73","31485","11.25","0","0.0%","","0","","0","","0","","0","",""
"Bark of Doran","W","U","104865","7.19","12752","10.48","40","0.6%","","6","","11","","17","","23","",""
"Brigid, Clachan's Heart","W","R","10191","2.20","4537","2.34","170","12.8%","","32","","51","","83","","87","",""
"Burdened Stoneback","W","U","68653","4.51","11569","5.89","22","0.9%","","5","","6","","11","","11","",""
"Champion of the Clachan","W","R","14647","2.83","4331","3.24","3","0.2%","","0","","2","","2","","1","",""
"Clachan Festival","W","U","55457","3.83","13507","4.63","77","3.3%","","15","","27","","42","","35","",""
"Crib Swap","W","U","80592","5.42","8146","8.37","86","2.8%","","17","","12","","29","","55","",""
"Curious Colossus","W","M","4646","1.79","2653","1.82","583","41.1%","54.7%","98","","186","","284","","303","",""
"Eirdu, Carrier of Dawn","W","M","3744","1.48","2429","1.49","671","57.7%","54.7%","107","","193","","300","","365","",""
"Encumbered Reejerey","W","U","52588","3.58","14552","4.21","27","1.1%","","4","","10","","14","","13","",""
"Evershrike's Gift","W","U","88412","5.77","11959","8.18","9","0.2%","","2","","3","","5","","4","",""
"Flock Impostor","W","U","59426","3.87","13458","4.84","313","11.5%","","55","","84","","139","","170","",""
"Gallant Fowlknight","W","C","244293","6.46","32536","9.18","0","0.0%","","0","","0","","0","","0","",""
"Goldmeadow Nomad","W","C","250905","6.61","31193","9.51","0","0.0%","","0","","0","","0","","0","",""
"Keep Out","W","C","214784","5.29","28319","7.70","207","3.5%","","38","","64","","102","","106","",""
"Kinbinding","W","R","8165","1.81","5141","1.84","854","41.7%","52.5%","147","","252","","399","","459","",""
"Kinsbaile Aspirant","W","U","64941","4.40","14182","5.26","0","0.0%","","0","","0","","0","","0","",""
"Kinscaer Sentry","W","R","11101","2.22","4567","2.39","71","5.0%","","6","","22","","28","","42","",""
"Kithkeeper","W","U","81943","5.27","14622","7.05","7669","58.8%","55.0%","1212","51.6%","2231","61.4%","3443","57.9%","4029","51.9%","6.1pp"
"Liminal Hold","W","C","149736","3.75","37705","4.69","3887","35.7%","54.6%","639","53.8%","1190","59.9%","1829","57.8%","2066","51.8%","6.0pp"
"Meanders Guide","W","U","66955","4.54","12513","5.85","28","0.9%","","5","","10","","15","","13","",""
"Moonlit Lamenter","W","U","57223","3.90","13159","4.78","331","10.4%","","51","","98","","149","","184","",""
"Morningtide's Light","W","M","11233","3.38","2517","3.99","265","20.1%","","35","","82","","117","","148","",""
"Personify","W","U","77597","4.98","13001","6.73","128","3.6%","","16","","37","","53","","75","",""
"Protective Response","W","U","48192","3.31","14484","3.87","383","13.9%","","69","","114","","183","","200","",""
"Pyrrhic Strike","W","U","46723","3.22","15897","3.69","1274","30.4%","56.0%","199","","359","","558","59.5%","717","53.4%","6.1pp"
