"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Changeling Wayfinder","","C","232675","4.59","45959","6.32","11874","55.5%","51.8%","2182","50.5%","2841","52.8%","5023","51.8%","6634","51.4%","0.4pp"
"Rooftop Percher","","C","295914","6.23","47881","8.71","12231","45.8%","52.6%","2039","50.4%","3063","54.6%","5102","52.9%","6786","51.8%","1.1pp"
"Adept Watershaper","W","R","11807","2.14","5257","2.31","83","7.5%","","10","","13","","23","","60","",""
"Ajani, Outland Chaperone","W","M","4327","1.49","2693","1.54","84","9.3%","","14","","28","","42","","42","",""
"Appeal to Eirdu","W","C","320101","7.75","36149","11.28","3","0.0%","","1","","0","","1","","2","",""
"Bark of Doran","W","U","120724","7.19","14775","10.46","26","0.4%","","7","","5","","12","","14","",""
"Brigid, Clachan's Heart","W","R","11871","2.20","5250","2.34","49","3.9%","","8","","14","","22","","27","",""
"Burdened Stoneback","W","U","80103","4.55","13268","5.98","33","1.2%","","11","","6","","17","","16","",""
"Champion of the Clachan","W","R","16961","2.84","4960","3.25","0","0.0%","","0","","0","","0","","0","",""
"Clachan Festival","W","U","64133","3.84","15515","4.65","28","1.3%","","4","","8","","12","","16","",""
"Crib Swap","W","U","93393","5.43","9370","8.40","17","0.7%","","3","","7","","10","","7","",""
"Curious Colossus","W","M","5377","1.78","3105","1.82","211","26.9%","","28","","67","","95","","117","",""
"Eirdu, Carrier of Dawn","W","M","4321","1.48","2803","1.50","242","25.3%","","41","","63","","104","","138","",""
"Encumbered Reejerey","W","U","60804","3.59","16804","4.24","1","0.0%","","0","","1","","1","","0","",""
"Evershrike's Gift","W","U","102303","5.79","13801","8.23","57","1.6%","","8","","21","","29","","28","",""
"Flock Impostor","W","U","69197","3.89","15466","4.87","24","1.2%","","2","","9","","11","","13","",""
"Gallant Fowlknight","W","C","281680","6.45","37250","9.17","0","0.0%","","0","","0","","0","","0","",""
"Goldmeadow Nomad","W","C","290580","6.65","35583","9.59","4","0.0%","","2","","0","","2","","2","",""
"Keep Out","W","C","248749","5.31","32468","7.73","32","0.7%","","5","","10","","15","","17","",""
