"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Changeling Wayfinder","","C","82959","4.61","16501","6.28","10417","68.8%","55.7%","1874","53.3%","2842","58.0%","4716","56.1%","5537","55.0%","1.1pp"
"Rooftop Percher","","C","112166","6.90","14470","10.02","3521","28.2%","55.2%","605","52.6%","937","60.0%","1542","57.1%","1907","53.2%","3.9pp"
"Adept Watershaper","W","R","4244","2.09","1946","2.26","139","26.2%","","31","","35","","66","","73","",""
"Ajani, Outland Chaperone","W","M","1506","1.45","963","1.48","39","","","5","","9","","14","","25","",""
"Appeal to Eirdu","W","C","114916","7.60","13355","11.04","0","0.0%","","0","","0","","0","","0","",""
"Bark of Doran","W","U","43456","7.20","5011","10.65","6","0.3%","","0","","0","","0","","6","",""
"Brigid, Clachan's Heart","W","R","4099","2.18","1851","2.32","47","","","8","","17","","25","","22","",""
"Burdened Stoneback","W","U","26425","4.27","4922","5.40","22","2.4%","","5","","6","","11","","11","",""
"Champion of the Clachan","W","R","5964","2.78","1842","3.17","3","0.5%","","0","","2","","2","","1","",""
"Clachan Festival","W","U","23081","3.85","5669","4.65","31","3.5%","","6","","12","","18","","13","",""
"Crib Swap","W","U","32226","5.23","3330","8.01","19","2.1%","","3","","3","","6","","12","",""
"Curious Colossus","W","M","1954","1.79","1100","1.80","199","37.1%","","36","","61","","97","","102","",""
"Eirdu, Carrier of Dawn","W","M","1621","1.44","1034","1.47","236","","","31","","68","","99","","136","",""
"Encumbered Reejerey","W","U","21386","3.56","6000","4.17","8","0.9%","","0","","5","","5","","3","",""
"Evershrike's Gift","W","U","35634","5.66","5043","7.89","9","0.7%","","2","","3","","5","","4","",""
"Flock Impostor","W","U","23861","3.81","5705","4.65","125","12.4%","","13","","30","","43","","79","",""
"Gallant Fowlknight","W","C","101589","6.52","13608","9.19","0","0.0%","","0","","0","","0","","0","",""
"Goldmeadow Nomad","W","C","101788","6.42","13497","9.09","0","0.0%","","0","","0","","0","","0","",""
"Keep Out","W","C","86689","5.19","11786","7.46","47","2.3%","","8","","19","","27","","20","",""
"Kinbinding","W","R","3560","1.91","2105","1.97","209","29.4%","","38","","65","","103","","107","",""
"Kinsbaile Aspirant","W","U","26883","4.43","5939","5.23","0","0.0%","","0","","0","","0","","0","",""
"Kinscaer Sentry","W","R","4342","2.11","1862","2.26","24","4.2%","","2","","5","","7","","17","",""
"Kithkeeper","W","U","34420","5.39","6041","7.24","2088","52.4%","56.0%","341","","608","60.9%","949","57.6%","1079","53.2%","4.4pp"
"Liminal Hold","W","C","62961","3.81","15870","4.74","1071","30.1%","54.4%","186","","332","","518","55.4%","555","53.5%","1.9pp"
"Meanders Guide","W","U","27396","4.49","5437","5.69","14","1.2%","","2","","6","","8","","6","",""
"Moonlit Lamenter","W","U","22673","3.76","5790","4.47","161","11.9%","","23","","55","","78","","85","",""
"Morningtide's Light","W","M","4474","3.32","1010","3.86","73","","","8","","27","","35","","38","",""
"Personify","W","U","30776","4.78","5444","6.30","39","3.4%","","6","","12","","18","","21","",""
"Protective Response","W","U","20209","3.35","5922","3.88","73","8.5%","","15","","21","","36","","37","",""
"Pyrrhic Strike","W","U","20554","3.38","6546","3.85","245","20.5%","","37","","71","","108","","137","",""
"Reluctant Dounguard","W","C","97718","6.07","12040","8.82","0","0.0%","","0","","0","","0","","0","",""
"Rhys, the Evermore","W","R","4784","2.32","1864","2.53","70","12.6%","","10","","17","","27","","43","",""
"Riverguard's Reflexes","W","C","110502","7.19","13010","10.53","0","0.0%","","0","","0","","0","","0","",""
"Shore Lurker","W","C","102735","6.44","13158","9.20","0","0.0%","","0","","0","","0","","0","",""
"Slumbering Walker","W","R","4081","2.02","2035","2.14","59","9.8%","","11","","19","","30","","28","",""
"Spiral into Solitude","W","C","69614","4.13","15176","5.31","202","8.6%","","26","","62","","88","","114","",""
"Sun-Dappled Celebrant","W","C","96547","5.83","13497","8.22","12","0.4%","","1","","4","","5","","7","",""
"Thoughtweft Imbuer","W","U","25768","4.40","6138","5.13","1","0.1%","","0","","0","","0","","1","",""
"Timid Shieldbearer","W","C","94343","5.72","15278","7.77","0","0.0%","","0","","0","","0","","0","",""
"Tributary Vaulter","W","C","101924","6.49","14534","8.99","0","0.0%","","0","","0","","0","","0","",""
"Wanderbrine Preacher","W","C","93338","5.60","16320","7.48","9","0.3%","","2","","0","","2","","7","",""
