"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Changeling Wayfinder","","C","232675","4.59","45959","6.32","18478","60.6%","53.6%","3449","52.5%","4109","54.6%","7558","53.6%","10613","53.3%","0.3pp"
"Rooftop Percher","","C","295914","6.23","47881","8.71","20710","49.9%","55.2%","3429","53.0%","4887","57.3%","8316","55.6%","12003","54.6%","0.9pp"
"Adept Watershaper","W","R","11807","2.14","5257","2.31","10044","99.2%","57.0%","1804","58.2%","2362","59.2%","4166","58.8%","5915","55.8%","3.0pp"
"Ajani, Outland Chaperone","W","M","4327","1.49","2693","1.54","8984","99.9%","57.8%","1696","65.4%","2189","61.4%","3885","63.1%","5141","53.9%","9.2pp"
"Appeal to Eirdu","W","C","320101","7.75","36149","11.28","10736","17.0%","52.6%","1753","47.5%","2413","51.8%","4166","50.0%","6573","54.3%","-4.3pp"
"Bark of Doran","W","U","120724","7.19","14775","10.46","2142","11.2%","49.3%","340","","506","47.2%","846","46.5%","1299","51.3%","-4.9pp"
"Brigid, Clachan's Heart","W","R","11871","2.20","5250","2.34","21780","100.0%","57.6%","3980","63.6%","4968","62.3%","8948","62.9%","12141","53.3%","9.6pp"
"Burdened Stoneback","W","U","80103","4.55","13268","5.98","20992","77.9%","55.0%","3732","55.3%","4749","54.4%","8481","54.8%","12530","55.2%","-0.4pp"
"Champion of the Clachan","W","R","16961","2.84","4960","3.25","24076","99.6%","55.8%","4015","56.7%","5639","56.9%","9654","56.8%","13794","54.4%","2.3pp"
"Clachan Festival","W","U","64133","3.84","15515","4.65","50164","97.9%","56.6%","8807","56.8%","11243","58.0%","20050","57.5%","29065","55.5%","2.0pp"
"Crib Swap","W","U","93393","5.43","9370","8.40","8171","49.0%","52.4%","1332","50.5%","1843","51.9%","3175","51.3%","4854","52.8%","-1.5pp"
"Curious Colossus","W","M","5377","1.78","3105","1.82","7097","97.4%","57.2%","1226","59.1%","1705","66.9%","2931","63.6%","4139","52.7%","10.9pp"
"Eirdu, Carrier of Dawn","W","M","4321","1.48","2803","1.50","5988","99.8%","58.9%","1010","62.0%","1483","66.8%","2493","64.9%","3462","54.4%","10.4pp"
"Encumbered Reejerey","W","U","60804","3.59","16804","4.24","16679","81.1%","55.3%","3057","57.3%","3602","53.6%","6659","55.3%","10023","55.3%","0.0pp"
"Evershrike's Gift","W","U","102303","5.79","13801","8.23","19798","67.2%","55.5%","3264","52.7%","4566","56.7%","7830","55.0%","11977","55.8%","-0.8pp"
"Flock Impostor","W","U","69197","3.89","15466","4.87","29023","93.7%","56.1%","5128","55.0%","6485","57.3%","11613","56.3%","16874","55.5%","0.8pp"
"Gallant Fowlknight","W","C","281680","6.45","37250","9.17","96482","81.1%","55.4%","16073","53.2%","21796","55.9%","37869","54.7%","56819","55.4%","-0.7pp"
"Goldmeadow Nomad","W","C","290580","6.65","35583","9.59","61249","62.4%","54.2%","10852","53.8%","12928","52.1%","23780","52.9%","36786","54.9%","-2.1pp"
