"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Changeling Wayfinder","","C","232675","4.59","45959","6.32","3598","82.0%","51.2%","666","52.4%","958","53.8%","1624","53.2%","1947","49.7%","3.5pp"
"Rooftop Percher","","C","295914","6.23","47881","8.71","2062","49.8%","49.6%","346","","536","53.0%","882","50.8%","1165","48.7%","2.1pp"
"Adept Watershaper","W","R","11807","2.14","5257","2.31","1077","100.0%","50.8%","181","","288","","469","","617","45.9%",""
"Ajani, Outland Chaperone","W","M","4327","1.49","2693","1.54","771","100.0%","52.9%","144","","216","","360","","416","",""
"Appeal to Eirdu","W","C","320101","7.75","36149","11.28","442","10.3%","","63","","100","","163","","279","",""
"Bark of Doran","W","U","120724","7.19","14775","10.46","1208","44.2%","45.0%","202","","303","","505","46.3%","704","44.0%","2.3pp"
"Brigid, Clachan's Heart","W","R","11871","2.20","5250","2.34","896","93.5%","53.6%","159","","220","","379","","517","49.7%",""
"Burdened Stoneback","W","U","80103","4.55","13268","5.98","4165","96.0%","49.9%","780","50.3%","1078","54.1%","1858","52.5%","2317","47.9%","4.6pp"
"Champion of the Clachan","W","R","16961","2.84","4960","3.25","575","76.8%","49.2%","82","","135","","217","","349","",""
"Clachan Festival","W","U","64133","3.84","15515","4.65","2122","86.3%","48.2%","398","","541","54.3%","939","52.5%","1164","44.4%","8.1pp"
"Crib Swap","W","U","93393","5.43","9370","8.40","841","55.5%","47.3%","139","","227","","366","","473","",""
"Curious Colossus","W","M","5377","1.78","3105","1.82","827","98.7%","54.4%","129","","242","","371","","458","",""
"Eirdu, Carrier of Dawn","W","M","4321","1.48","2803","1.50","1390","99.6%","50.7%","251","","379","","630","58.6%","777","44.8%","13.8pp"
"Encumbered Reejerey","W","U","60804","3.59","16804","4.24","2922","93.4%","49.7%","535","54.8%","750","54.0%","1285","54.3%","1637","46.0%","8.3pp"
"Evershrike's Gift","W","U","102303","5.79","13801","8.23","1798","68.5%","48.6%","313","","497","","810","47.4%","989","49.6%","-2.2pp"
"Flock Impostor","W","U","69197","3.89","15466","4.87","2995","93.7%","49.7%","541","46.6%","769","51.8%","1310","49.6%","1673","49.6%","0.1pp"
"Gallant Fowlknight","W","C","281680","6.45","37250","9.17","1710","39.6%","47.5%","279","","419","","698","49.9%","995","45.3%","4.5pp"
"Goldmeadow Nomad","W","C","290580","6.65","35583","9.59","2512","47.4%","49.5%","468","","578","49.5%","1046","49.9%","1459","49.1%","0.8pp"
"Keep Out","W","C","248749","5.31","32468","7.73","5209","77.7%","49.1%","884","47.2%","1379","53.4%","2263","51.0%","2947","47.7%","3.2pp"
"Kinbinding","W","R","9383","1.79","5968","1.83","1492","99.5%","52.5%","251","","422","","673","62.3%","825","44.8%","17.4pp"
"Kinsbaile Aspirant","W","U","74924","4.41","16373","5.29","1110","63.5%","49.0%","209","","258","","467","","638","50.3%",""
"Kinscaer Sentry","W","R","12816","2.23","5271","2.42","1037","97.6%","48.7%","204","","274","","478","","559","42.6%",""
"Kithkeeper","W","U","94704","5.27","16835","7.07","993","53.9%","46.3%","171","","248","","419","","576","44.1%",""
"Liminal Hold","W","C","172508","3.74","43352","4.69","8594","98.1%","51.7%","1390","50.9%","2343","58.0%","3733","55.4%","4872","48.8%","6.6pp"
"Meanders Guide","W","U","77720","4.56","14409","5.90","1088","64.3%","47.5%","185","","268","","453","","636","48.4%",""
"Moonlit Lamenter","W","U","66639","3.93","15093","4.83","6106","99.5%","51.9%","1070","54.2%","1654","56.1%","2724","55.4%","3402","48.9%","6.5pp"
"Morningtide's Light","W","M","12958","3.38","2955","4.01","393","76.5%","","55","","93","","148","","245","",""
"Personify","W","U","90062","5.00","14964","6.77","2396","78.6%","51.7%","415","","663","54.3%","1078","52.4%","1321","51.1%","1.3pp"
"Protective Response","W","U","55552","3.30","16691","3.85","3051","97.5%","49.6%","494","","798","56.5%","1292","53.5%","1760","46.8%","6.7pp"
"Pyrrhic Strike","W","U","53135","3.19","18336","3.65","3763","98.3%","51.4%","615","55.0%","978","58.3%","1593","57.0%","2169","47.3%","9.7pp"
"Reluctant Dounguard","W","C","277324","6.22","32491","9.16","4215","62.7%","46.0%","797","43.3%","1012","47.5%","1809","45.7%","2389","46.0%","-0.4pp"
"Rhys, the Evermore","W","R","15924","2.64","5045","2.93","1687","99.9%","48.6%","325","","460","","785","51.3%","901","46.3%","5.1pp"
"Riverguard's Reflexes","W","C","310503","7.31","36109","10.72","1021","22.5%","44.6%","136","","248","","384","","637","46.2%",""
"Shore Lurker","W","C","286919","6.45","36969","9.26","2425","48.1%","49.8%","425","","633","55.0%","1058","52.7%","1374","47.7%","5.1pp"
"Slumbering Walker","W","R","11572","2.05","5734","2.17","2032","99.4%","51.9%","329","","556","59.0%","885","57.9%","1155","47.4%","10.5pp"
"Spiral into Solitude","W","C","196161","4.16","40357","5.43","8725","97.8%","50.6%","1441","48.2%","2266","56.0%","3707","53.0%","5022","48.9%","4.1pp"
"Sun-Dappled Celebrant","W","C","272262","5.93","35785","8.53","5325","72.6%","47.9%","854","45.7%","1382","52.4%","2236","49.8%","3106","46.6%","3.3pp"
"Thoughtweft Imbuer","W","U","65872","4.08","16671","4.74","1696","73.5%","51.6%","318","","404","","722","55.5%","961","48.2%","7.4pp"
"Timid Shieldbearer","W","C","260517","5.63","42410","7.67","5460","77.9%","49.8%","988","50.9%","1378","53.4%","2366","52.4%","3074","47.6%","4.8pp"
"Tributary Vaulter","W","C","278100","6.33","41838","8.65","1064","30.5%","49.8%","174","","248","","422","","631","49.6%",""
